source,osm_type,osm_id,restaurant_id,name,brand,operator,country,city,district,address,postcode,latitude,longitude,phone,website,email,opening_hours,cuisine_type,services,price_range,rating,review_count,facebook,instagram,twitter,payment,internet_access,smoking,reservation,photos,google_maps_url,created_at,raw_tags
OpenStreetMap,node,1365522281,osm_node_1365522281,,,,Morocco,Safi,,,,32.2939287,-9.2219884,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098005,{'amenity': 'fast_food'}
OpenStreetMap,node,1365522286,osm_node_1365522286,الدكدادي,,,Morocco,Safi,,,,32.3094132,-9.2261488,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098035,"{'amenity': 'fast_food', 'name': 'الدكدادي', 'name:ar': 'الدكدادي'}"
OpenStreetMap,node,1365522293,osm_node_1365522293,,,,Morocco,Safi,,,,32.3093497,-9.2262092,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098054,{'amenity': 'cafe'}
OpenStreetMap,node,1365541090,osm_node_1365541090,oscor,,,Morocco,Safi,,,,32.2899789,-9.2274493,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098075,"{'amenity': 'cafe', 'name': 'oscor'}"
OpenStreetMap,node,1366796891,osm_node_1366796891,Restaurent Maistro (Safi ),,,Morocco,Safi,,,,32.2914855,-9.2323406,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098104,"{'amenity': 'restaurant', 'name': 'Restaurent Maistro (Safi )'}"
OpenStreetMap,node,1366810529,osm_node_1366810529,café plateau (Safi ),,,Morocco,Safi,,,,32.2934807,-9.2353286,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098131,"{'amenity': 'cafe', 'name': 'café plateau (Safi )'}"
OpenStreetMap,node,1366810539,osm_node_1366810539,Cafe Glacier Asala (Safi ),,,Morocco,Safi,,,,32.2932586,-9.2337837,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098156,"{'amenity': 'cafe', 'name': 'Cafe Glacier Asala (Safi )'}"
OpenStreetMap,node,1367867329,osm_node_1367867329,,,,Morocco,Safi,,,,32.3070203,-9.2289586,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098177,{'amenity': 'fast_food'}
OpenStreetMap,node,1367867343,osm_node_1367867343,,,,Morocco,Safi,,,,32.3064762,-9.2299939,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098194,{'amenity': 'fast_food'}
OpenStreetMap,node,1372327118,osm_node_1372327118,,,,Morocco,Safi,,,,32.2929593,-9.2225506,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098213,{'amenity': 'cafe'}
OpenStreetMap,node,1372327119,osm_node_1372327119,,,,Morocco,Safi,,,,32.2927733,-9.2225398,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098233,{'amenity': 'cafe'}
OpenStreetMap,node,1372327122,osm_node_1372327122,,,,Morocco,Safi,,,,32.2935578,-9.222674,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098252,{'amenity': 'cafe'}
OpenStreetMap,node,1372327124,osm_node_1372327124,,,,Morocco,Safi,,,,32.2925012,-9.2225077,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098272,{'amenity': 'cafe'}
OpenStreetMap,node,1372327127,osm_node_1372327127,,,,Morocco,Safi,,,,32.2925783,-9.2215313,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098289,{'amenity': 'cafe'}
OpenStreetMap,node,1373897948,osm_node_1373897948,,,,Morocco,Safi,,,,32.3095592,-9.2262148,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098308,{'amenity': 'restaurant'}
OpenStreetMap,node,1384429022,osm_node_1384429022,,,,Morocco,Safi,,,,32.2939886,-9.2219819,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098328,{'amenity': 'fast_food'}
OpenStreetMap,node,2715779109,osm_node_2715779109,Café ElFarass,,,Morocco,Safi,,,,32.2823884,-9.2277963,,,,,['coffee_shop'],[],,,,,,,,yes,,,,,2026-07-14T18:29:13.098370,"{'amenity': 'cafe', 'cuisine': 'coffee_shop', 'internet_access': 'yes', 'name': 'Café ElFarass'}"
OpenStreetMap,node,2715779156,osm_node_2715779156,Widady,,,Morocco,Safi,,,,32.2813998,-9.2290135,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-14T18:29:13.098399,"{'amenity': 'fast_food', 'cuisine': 'pizza', 'name': 'Widady'}"
OpenStreetMap,node,2716965574,osm_node_2716965574,snack saada wydadi,,,Morocco,Safi,,,,32.2813409,-9.2290993,,,,,['fish'],[],,,,,,,,,,,,,2026-07-14T18:29:13.098425,"{'amenity': 'fast_food', 'cuisine': 'fish', 'name': 'snack saada wydadi'}"
OpenStreetMap,node,2716979016,osm_node_2716979016,,,,Morocco,Safi,,,,32.283608,-9.2258412,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098461,{'amenity': 'cafe'}
OpenStreetMap,node,2716980335,osm_node_2716980335,,,,Morocco,Safi,,,,32.283359,-9.2249526,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098483,{'amenity': 'cafe'}
OpenStreetMap,node,2717068864,osm_node_2717068864,Zenith,,,Morocco,Safi,,,,32.2946736,-9.2332854,,,,,[],[],,,,,,,,yes,,,,,2026-07-14T18:29:13.098510,"{'amenity': 'cafe', 'internet_access': 'yes', 'name': 'Zenith'}"
OpenStreetMap,node,2717320035,osm_node_2717320035,,,,Morocco,Safi,,,,32.2829905,-9.2274953,,,,,[],[],,,,,,,,wlan,,,,,2026-07-14T18:29:13.098530,"{'amenity': 'cafe', 'internet_access': 'wlan'}"
OpenStreetMap,node,3452735748,osm_node_3452735748,Café Requin Bleu,,,Morocco,Safi,,,,32.2901933,-9.2212528,,,,,[],[],,,,,,,,yes,separated,,,,2026-07-14T18:29:13.098559,"{'amenity': 'cafe', 'internet_access': 'yes', 'name': 'Café Requin Bleu', 'smoking': 'separated'}"
OpenStreetMap,node,3740751434,osm_node_3740751434,,,snack magic,Morocco,Safi,,,,32.2622464,-9.2473309,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098580,"{'amenity': 'fast_food', 'operator': 'snack magic'}"
OpenStreetMap,node,3740753351,osm_node_3740753351,café benaychour,,,Morocco,Safi,,,,32.2621503,-9.2483074,,,,,[],[],,,,,,,,yes,yes,,,,2026-07-14T18:29:13.098609,"{'amenity': 'cafe', 'internet_access': 'yes', 'name': 'café benaychour', 'smoking': 'yes'}"
OpenStreetMap,node,3740755397,osm_node_3740755397,café ouazzani,,,Morocco,Safi,,,,32.2615857,-9.2483956,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098632,"{'amenity': 'cafe', 'name': 'café ouazzani'}"
OpenStreetMap,node,3740764743,osm_node_3740764743,,,,Morocco,Safi,,,,32.2439168,-9.2610187,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098652,{'amenity': 'cafe'}
OpenStreetMap,node,3740766661,osm_node_3740766661,,,,Morocco,Safi,,,,32.2678371,-9.2545709,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098669,{'amenity': 'cafe'}
OpenStreetMap,node,3741438190,osm_node_3741438190,,,,Morocco,Safi,,,,32.2617421,-9.2486064,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098690,{'amenity': 'cafe'}
OpenStreetMap,node,3741478539,osm_node_3741478539,,,,Morocco,Safi,,,,32.2614279,-9.2462625,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098711,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529143,osm_node_3741529143,,,,Morocco,Safi,,,,32.2549312,-9.2489724,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098732,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529144,osm_node_3741529144,,,,Morocco,Safi,,,,32.2547282,-9.2490924,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098750,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529145,osm_node_3741529145,,,,Morocco,Safi,,,,32.2545211,-9.2492269,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098766,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529146,osm_node_3741529146,,,,Morocco,Safi,,,,32.2546852,-9.2490072,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098787,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529148,osm_node_3741529148,,,,Morocco,Safi,,,,32.2554605,-9.2517937,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098805,{'amenity': 'fast_food'}
OpenStreetMap,node,3741529150,osm_node_3741529150,,,,Morocco,Safi,,,,32.2553052,-9.2521464,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098824,{'amenity': 'cafe'}
OpenStreetMap,node,4109710937,osm_node_4109710937,Café Le Phénicien,,,Morocco,Safi,,,,32.3066486,-9.2418054,,,,,[],[],,,,,,,,yes,,,,,2026-07-14T18:29:13.098854,"{'amenity': 'cafe', 'internet_access': 'yes', 'name': 'Café Le Phénicien', 'name:fr': 'Café Le Phénicien'}"
OpenStreetMap,node,4347127895,osm_node_4347127895,SafCity,,,Morocco,Safi,,Avenue Moulay Ismail,,32.2942668,-9.2290695,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098876,"{'addr:street': 'Avenue Moulay Ismail', 'amenity': 'cafe', 'name': 'SafCity'}"
OpenStreetMap,node,4347156490,osm_node_4347156490,Niagara,,,Morocco,Safi,,Avenue Moulay Ismail,,32.2943105,-9.2290534,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.098902,"{'addr:street': 'Avenue Moulay Ismail', 'amenity': 'cafe', 'name': 'Niagara'}"
OpenStreetMap,node,4463584928,osm_node_4463584928,TACO,,,Morocco,Safi,,rue taib benhima,46000,32.2937918,-9.2336536,+212524621818,,,12:00-00:00,"['pizza,_plats,_pâtes,_tacos']","['Delivery', 'Takeaway']",,,,,,,,,no,,,,2026-07-14T18:29:13.099051,"{'addr:city': 'SAFI', 'addr:postcode': '46000', 'addr:street': 'rue taib benhima', 'amenity': 'fast_food', 'cuisine': 'pizza,_plats,_pâtes,_tacos', 'delivery': 'yes', 'name': 'TACO', 'opening_hours': '12:00-00:00', 'phone': '+212 5 24 62 18 18', 'smoking': 'no', 'takeaway': 'yes'}"
OpenStreetMap,node,4463587054,osm_node_4463587054,La cascade,,,Morocco,Safi,,,,32.2939984,-9.2332249,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099083,"{'amenity': 'cafe', 'name': 'La cascade'}"
OpenStreetMap,node,4463587110,osm_node_4463587110,Café Riyad,,,Morocco,Safi,,,,32.2937241,-9.2337222,,,,06:00-23:00,[],[],,,,,,,,yes,separated,,,,2026-07-14T18:29:13.099107,"{'amenity': 'cafe', 'internet_access': 'yes', 'name': 'Café Riyad', 'opening_hours': '06:00-23:00', 'smoking': 'separated'}"
OpenStreetMap,node,4463589690,osm_node_4463589690,Tartine,,,Morocco,Safi,,,,32.2942138,-9.2333252,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099124,"{'amenity': 'cafe', 'name': 'Tartine'}"
OpenStreetMap,node,4464198189,osm_node_4464198189,Café Rihab,,,Morocco,Safi,,Avenue de la Liberté شارع الحرية,46000,32.2919004,-9.2324509,,,,Mo-Su 06:00-22:00,[],[],,,,,,,,wlan,,,,,2026-07-14T18:29:13.099162,"{'addr:city': 'آسفي', 'addr:city:ar': 'آسفي', 'addr:city:es': 'Safí', 'addr:postcode': '46000', 'addr:street': 'Avenue de la Liberté شارع الحرية', 'addr:street:ar': 'شارع الحرية', 'addr:street:es': 'Avenida Libertad', 'amenity': 'cafe', 'internet_access': 'wlan', 'name': 'Café Rihab', 'name:es': 'Café Rihab', 'opening_hours': 'Mo-Su 06:00-22:00'}"
OpenStreetMap,node,4464229789,osm_node_4464229789,Café Rihab مقهى الرحاب,,,Morocco,Safi,,Avenue de la Liberté شارع الحرية,46000,32.2934081,-9.2332457,,,,Mo-Su 06:00-22:00,[],[],,,,,,,,wlan,,,,,2026-07-14T18:29:13.099197,"{'addr:city': 'SAFI', 'addr:postcode': '46000', 'addr:street': 'Avenue de la Liberté شارع الحرية', 'amenity': 'cafe', 'internet_access': 'wlan', 'name': 'Café Rihab مقهى الرحاب', 'name:ar': 'مقهى الرحاب', 'name:fr': 'Café Rihab', 'opening_hours': 'Mo-Su 06:00-22:00'}"
OpenStreetMap,node,5105135225,osm_node_5105135225,Café Le Jardin,,,Morocco,Safi,,,,32.301729,-9.2373076,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099218,"{'amenity': 'cafe', 'name': 'Café Le Jardin', 'name:fr': 'Café Le Jardin'}"
OpenStreetMap,node,5105217421,osm_node_5105217421,Café Dourcas,,,Morocco,Safi,,Avenue Lafkih El Haskouri,,32.3222494,-9.2258164,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099242,"{'addr:street': 'Avenue Lafkih El Haskouri', 'amenity': 'cafe', 'name': 'Café Dourcas', 'name:fr': 'Café Dourcas'}"
OpenStreetMap,node,5111782228,osm_node_5111782228,Addahabiya,,,Morocco,Safi,,,,32.2905668,-9.2396687,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099261,"{'amenity': 'cafe', 'name': 'Addahabiya', 'name:fr': 'Addahabiya'}"
OpenStreetMap,node,5111782230,osm_node_5111782230,Café Colibris,,,Morocco,Safi,,,,32.2905389,-9.2410521,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099282,"{'amenity': 'cafe', 'name': 'Café Colibris', 'name:fr': 'Café Colibris'}"
OpenStreetMap,node,5254624521,osm_node_5254624521,,,,Morocco,Safi,,,,32.295689,-9.2412132,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099298,"{'amenity': 'cafe', 'name:en': 'Café Khay'}"
OpenStreetMap,node,5289861926,osm_node_5289861926,مول بانيني,,,Morocco,Safi,,,,32.2564753,-9.2516599,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099317,"{'amenity': 'fast_food', 'name': 'مول بانيني', 'name:ar': 'مول بانيني'}"
OpenStreetMap,node,5598807521,osm_node_5598807521,Café Jour Et Nuit,,,Morocco,Safi,,,,32.2938983,-9.2342023,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099336,"{'amenity': 'cafe', 'name': 'Café Jour Et Nuit'}"
OpenStreetMap,node,5782862553,osm_node_5782862553,,,,Morocco,Safi,,,,32.3002498,-9.2391255,+212660052323,,,,['moroccan'],[],,,,,,,,,,,,,2026-07-14T18:29:13.099365,"{'amenity': 'restaurant', 'cuisine': 'moroccan', 'name:en': 'Chez Hosni', 'phone': '+212 6 60 05 23 23'}"
OpenStreetMap,node,6075692385,osm_node_6075692385,Pattiserie,,,Morocco,Safi,,,,32.2913064,-9.2428478,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099385,"{'amenity': 'cafe', 'name': 'Pattiserie'}"
OpenStreetMap,node,8554256656,osm_node_8554256656,boulangerie & patisserie OUKAIMDEN,,,Morocco,Safi,,Avenue Sidi Mohamed Ben Abdellah,46000,32.2936092,-9.2347085,,,,Mo-Su 06:00-23:00,[],['Outdoor Seating'],,,,,,,,yes,,,,,2026-07-14T18:29:13.099425,"{'addr:city': 'SAFI', 'addr:postcode': '46000', 'addr:street': 'Avenue Sidi Mohamed Ben Abdellah', 'amenity': 'cafe', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'internet_access:ssid': 'oukaimden', 'name': 'boulangerie & patisserie OUKAIMDEN', 'name:ar': 'مقهى و حلويات اوكيمدن', 'opening_hours': 'Mo-Su 06:00-23:00', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,8957889046,osm_node_8957889046,Cafe Alyassamine,,,Morocco,Safi,,,,32.3210051,-9.2302843,,,,,"['regional', 'coffee_shop']",['Outdoor Seating'],,,,,,,,,,,,,2026-07-14T18:29:13.099442,"{'amenity': 'cafe', 'cuisine': 'regional;coffee_shop', 'name': 'Cafe Alyassamine', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,9261695816,osm_node_9261695816,Café Mzoughen,,,Morocco,Safi,,,,32.324998,-9.2318534,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099454,"{'amenity': 'cafe', 'name': 'Café Mzoughen'}"
OpenStreetMap,node,9262950762,osm_node_9262950762,Café Ocean,,,Morocco,Safi,,,,32.3231208,-9.2588919,+212524667766,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099467,"{'amenity': 'restaurant', 'name': 'Café Ocean', 'phone': '+212 5 24 66 77 66'}"
OpenStreetMap,node,11063121405,osm_node_11063121405,Calypso Medina,,,Morocco,Safi,,كرنيش آسفي,46000,32.2926452,-9.2452191,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099483,"{'addr:postcode': '46000', 'addr:street': 'كرنيش آسفي', 'amenity': 'restaurant', 'name': 'Calypso Medina'}"
OpenStreetMap,node,11799193811,osm_node_11799193811,wzanifood,wzanifood,,Morocco,Safi,,Avenue Ennasr شارع النصر,46000,32.3175365,-9.2286801,+212660872989,https://www.instagram.com/wzanifood?igsh=OHBsZmF5dml6cWho,wzanifood@gmail.com,24/7,"['fast_food', 'pizza', 'burger', 'tacos']",[],,,,https://www.facebook.com/profile.php?id=61555486837415&mibextid=LQQJ4d,,,,,,,,,2026-07-14T18:29:13.099681,"{'addr:city': 'Safi', 'addr:postcode': '46000', 'addr:street': 'Avenue Ennasr شارع النصر', 'amenity': 'restaurant', 'brand': 'wzanifood', 'contact:facebook': 'https://www.facebook.com/profile.php?id=61555486837415&mibextid=LQQJ4d', 'cuisine': 'fast_food;pizza;burger;tacos', 'diet:halal': 'yes', 'email': 'wzanifood@gmail.com', 'name': 'wzanifood', 'opening_hours': '24/7', 'phone': '+212 6 60 87 29 89', 'website': 'https://www.instagram.com/wzanifood?igsh=OHBsZmF5dml6cWho'}"
OpenStreetMap,node,12616329372,osm_node_12616329372,L'îlot Châtain,,,Morocco,Safi,,,,32.3230101,-9.2585818,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099705,"{'amenity': 'cafe', 'name': ""L'îlot Châtain""}"
OpenStreetMap,node,13248556502,osm_node_13248556502,,,,Morocco,Safi,,,,32.2956769,-9.2441952,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099723,"{'amenity': 'restaurant', 'name:fr': 'Le Rooftop'}"
OpenStreetMap,node,13672013274,osm_node_13672013274,Mouchoirs fish,,,Morocco,Safi,,,,32.3091987,-9.241233,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099743,"{'amenity': 'restaurant', 'name': 'Mouchoirs fish'}"
OpenStreetMap,node,13690945283,osm_node_13690945283,Cafe des Rempapts,,,Morocco,Safi,,,,32.2988428,-9.2429271,,,,,[],['Outdoor Seating'],,,,,,,,,,,,,2026-07-14T18:29:13.099769,"{'amenity': 'cafe', 'name': 'Cafe des Rempapts', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,13691000421,osm_node_13691000421,,,,Morocco,Safi,,,,32.2956895,-9.2431866,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099785,{'amenity': 'fast_food'}
OpenStreetMap,node,13788171108,osm_node_13788171108,Pizzeria street,,,Morocco,Safi,,,,32.282465,-9.231894,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099798,"{'amenity': 'restaurant', 'name': 'Pizzeria street'}"
OpenStreetMap,node,13788171202,osm_node_13788171202,مقهى ياسمين,,,Morocco,Safi,,,,32.281575,-9.23427,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099811,"{'amenity': 'cafe', 'name': 'مقهى ياسمين'}"
OpenStreetMap,node,13788171501,osm_node_13788171501,Café France,,,Morocco,Safi,,,,32.291007,-9.242887,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:13.099823,"{'amenity': 'cafe', 'name': 'Café France'}"
OpenStreetMap,way,289368719,osm_way_289368719,Avocat,,,Morocco,Safi,,rue ibn battouta,46000,32.2954441,-9.2280465,,,,,['regional'],[],,,,,,,,,no,,,,2026-07-14T18:29:13.099851,"{'addr:city': 'safi', 'addr:postcode': '46000', 'addr:street': 'rue ibn battouta', 'amenity': 'cafe', 'cuisine': 'regional', 'name': 'Avocat', 'smoking': 'no'}"
OpenStreetMap,way,1292165883,osm_way_1292165883,Cappucino Café & Restaurant,,,Morocco,Safi,,Sidi Bouzid,46030,32.3228356,-9.2582315,+212693239874,https://le-menu.ma/fr/safi/cappuccino?utm_source=cappuccino__safi&utm_medium=openstreetmap&utm_campaign=Open+Street+Map,,Mo-Su 06:00-23:00,"['coffee_shop', 'pizza', 'sushi', 'regional', 'chicken', 'seafood', 'juice', 'cake', 'dessert']",['Outdoor Seating'],,,,,,,,wlan,,,,,2026-07-14T18:29:13.099905,"{'addr:city': 'Safi آسفي', 'addr:postcode': '46030', 'addr:street': 'Sidi Bouzid', 'amenity': 'cafe', 'building': 'yes', 'cuisine': 'coffee_shop;pizza;sushi;regional;chicken;seafood;juice;cake;dessert', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Cappucino Café & Restaurant', 'opening_hours': 'Mo-Su 06:00-23:00', 'outdoor_seating': 'yes', 'phone': '+212 6 93 23 98 74', 'website': 'https://le-menu.ma/fr/safi/cappuccino?utm_source=cappuccino__safi&utm_medium=openstreetmap&utm_campaign=Open+Street+Map'}"
OpenStreetMap,node,2580091515,osm_node_2580091515,Cafe du Nord,,,Morocco,Nador,,,,35.1616279,-2.9305203,,,,,[],[],,,,,,,,wlan,,,,,2026-07-14T18:29:25.411679,"{'addr:city': 'nador', 'addr:housename': 'Al adouaa,Al akdam', 'amenity': 'cafe', 'internet_access': 'wlan', 'name': 'Cafe du Nord', 'name:es': 'Café del Norte'}"
OpenStreetMap,node,4739696224,osm_node_4739696224,Café Molen,,,Morocco,Nador,,,,35.152802,-2.9259108,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:25.411711,"{'addr:city': 'الناظور', 'amenity': 'cafe', 'name': 'Café Molen', 'name:ar': 'مقهى مولن', 'name:fr': 'Café Molen'}"
OpenStreetMap,node,4739733621,osm_node_4739733621,,,,Morocco,Nador,,,,35.1551958,-2.9227396,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:25.411733,"{'amenity': 'cafe', 'name:en': 'Perla Nera'}"
OpenStreetMap,node,4739788524,osm_node_4739788524,Sélect,,,Morocco,Nador,,,,35.1529572,-2.9232695,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:25.411751,"{'addr:city': 'الناظور', 'amenity': 'cafe', 'name': 'Sélect', 'name:ar': 'الحدد', 'name:fr': 'Sélect'}"
OpenStreetMap,node,4938578139,osm_node_4938578139,,,,Morocco,Nador,,,,35.1539113,-2.9240999,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:25.411766,"{'amenity': 'cafe', 'name:en': 'Ossiano'}"
OpenStreetMap,node,5198018615,osm_node_5198018615,Canaria,,,Morocco,Nador,,,,35.1749311,-2.9225659,,,,,['seafood'],[],,,,,,,,,,,,,2026-07-14T18:29:25.411790,"{'amenity': 'restaurant', 'cuisine': 'seafood', 'name': 'Canaria'}"
OpenStreetMap,node,5198018618,osm_node_5198018618,Cafe Palace,,,Morocco,Nador,,,,35.1744294,-2.9221428,,,,,[],['Outdoor Seating'],,,,,,,,,,,,,2026-07-14T18:29:25.411811,"{'amenity': 'cafe', 'name': 'Cafe Palace', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,5198021231,osm_node_5198021231,Victoria فيكتوريا,,,Morocco,Nador,,,,35.1746921,-2.9223942,,,,,[],['Outdoor Seating'],,,,,,,,no,,,,,2026-07-14T18:29:25.411829,"{'addr:city': 'الناظور', 'amenity': 'restaurant', 'internet_access': 'no', 'name': 'Victoria فيكتوريا', 'name:ar': 'فيكتوريا', 'name:es': 'Victoria', 'name:fr': 'Victoria', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,5198021233,osm_node_5198021233,,,,Morocco,Nador,,,,35.1763287,-2.9234864,,,,,[],[],,,,,,,,,,,,,2026-07-14T18:29:25.411844,{'amenity': 'cafe'}
OpenStreetMap,node,5198021236,osm_node_5198021236,Café Riad,,,Morocco,Nador,,,,35.1745832,-2.9223397,,,,,[],['Outdoor Seating'],,,,,,,,,,,,,2026-07-14T18:29:25.411862,"{'amenity': 'cafe', 'name': 'Café Riad', 'name:ar': 'مقهى الرياض', 'name:es': 'Café Riad', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,5198021238,osm_node_5198021238,Milmo,,,Morocco,Nador,,,,35.1774446,-2.924891,,,,,"['ice_cream', 'pizza']",['Takeaway'],,,,,,,,,,,,,2026-07-14T18:29:25.411877,"{'amenity': 'restaurant', 'cuisine': 'ice_cream;pizza', 'name': 'Milmo', 'takeaway': 'yes'}"
