name,address,city,latitude,longitude,phone,website,rating,reviews_count,price_range,source
West Bay Lounge Abu Dhabi Corniche,Corniche Rd - Al Bateen - W10 01 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4644962,54.325106399999996,,,4.3,0,,"google_places, openstreetmap"
Swiss Butter - Novotel Al Bustan,"Novotel Hotel, Al Bustan - السعادة - Zone 1 - أبو ظبي - United Arab Emirates",Abu Dhabi,24.429409500000002,54.429126499999995,,,4.8,0,,google_places
Punjab Grill,The Ritz-Carlton - Grand Canal - https://maps.app.goo.gl/rLgni1W9FvDmDQX2A - الروضة - غرب 65 - أبو ظبي - United Arab Emirates,Abu Dhabi,24.411256299999998,54.4852217,,,4.6,0,,google_places
Hakkasan Abu Dhabi,Emirates Palace Mandarin Oriental - W Corniche Rd - Al Ras Al Akhdar - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.462711,54.318627799999994,,,4.5,0,,"google_places, openstreetmap"
COYA Abu Dhabi,"Four Seasons Hotel, The Galleria - Al Maryah Island - MI1 - Abu Dhabi - United Arab Emirates",Abu Dhabi,24.502381999999997,54.3880984,,,4.6,0,,google_places
Bosporus Turkish Cuisine - Abu Dhabi Mall,Abu Dhabi Mall - Level 1 Al Maiyani Street - Al Zahiyah - E16 01 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.495708699999998,54.383964299999995,,,4.9,0,,google_places
Finz Restaurant,10th St - Al Zahiyah - E16 01 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4948661,54.3853143,,,4.8,0,,google_places
Al Khayma Heritage Restaurant Abu Dhabi by Al Salah Holding,"Souq Al jami' سوق الجامع, Sheikh Zayed Grand Mosque - Al Rawdah - W54 - Abu Dhabi - United Arab Emirates",Abu Dhabi,24.4082688,54.474512399999995,,,4.9,0,,google_places
Idukki Gold Restaurant,behind Safa Express Supermarket - Al Danah - E10 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4948133,54.3733,,,4.3,0,,"google_places, openstreetmap"
Arabian Majlis Restaurant | Abu Dhabi,838 Electra Street - near Madinat Zayed Shopping Centre - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4853856,54.363276299999995,,,4.6,0,,google_places
CALICUT BLUEFIN RESTAURANT AND GRILL,Hazza Bin Zayed St / Abu Dhabi Bus Station Building 739 Opposite Al Wahda mall E18-01 - Post box number: 115070 - الدانة - Zone 1 - أبو ظبي - United Arab Emirates,Abu Dhabi,24.4730855,54.3738239,,,4.6,0,,google_places
3Fils - Abu Dhabi,Al Bateen - W35 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.452331299999997,54.336073,,,4.8,0,,google_places
Otantik Café & Restaurant - TCA Branch,10th St - Al Zahiyah - E16 01 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4947369,54.3827603,,,4.3,0,,google_places
NURI Grill & Bar,Hilton - Yas Island - YS2 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4590238,54.6021053,,,4.9,0,,google_places
The Foundry,Al Meena St - Al Zahiyah - E12 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.5003334,54.3713847,+971028184888,https://www.southernsun.com/southern-sun-abu-dhabi/dining/the-foundry?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=restaurant_the-foundry,4.5,0,,"google_places, openstreetmap"
Dr Smash Abu Dhabi,F94J+RRH - Sheikh Rashid Bin Saeed St - Al Mushrif - W24 02 - Abu Dhabi - United Arab Emirates,Abu Dhabi,24.4570611,54.382123,,,4.1,0,,google_places
Sofra Bld,"Level 1, Shangri-La Hotel, Qaryat Al Beri - ربدان - ربدان 2 - أبو ظبي - United Arab Emirates",Abu Dhabi,24.4067053,54.4902454,+97125098888,,4.6,0,,"google_places, openstreetmap"
La Brioche,,Abu Dhabi,24.4705197,54.3401287,,,,0,,openstreetmap
تيم هورتونز,,Abu Dhabi,24.4737089,54.3401389,,,,0,,openstreetmap
Cinnabon,,Abu Dhabi,24.4739454,54.3405196,,,,0,,openstreetmap
Special,,Abu Dhabi,24.4719622,54.3398043,,,,0,,openstreetmap
La Terrazza,Corniche Road West,Abu Dhabi,24.4630532,54.3257203,,,,0,,openstreetmap
Subway,,Abu Dhabi,24.4696016,54.3426228,,,,0,,openstreetmap
Vasco's,,Abu Dhabi,24.464416,54.3252941,,,,0,,openstreetmap
Special Restaurant & Cafe,,Abu Dhabi,24.470173,54.3374057,,,,0,,openstreetmap
IDioms Restaurant,,Abu Dhabi,24.4710562,54.3401706,,,,0,,openstreetmap
Cafe Du Roi,,Abu Dhabi,24.4711703,54.3396055,,,,0,,openstreetmap
Brauhaus,,Abu Dhabi,24.4947347,54.3845185,,,,0,,openstreetmap
Chamas,,Abu Dhabi,24.4567285,54.328703,,,,0,,openstreetmap
The Yacht Club,,Abu Dhabi,24.4566624,54.3287633,,,,0,,openstreetmap
The Belgian Beer Cafe,,Abu Dhabi,24.456887,54.3286924,,,,0,,openstreetmap
Bocca,Corniche Road West,Abu Dhabi,24.4633046,54.3260083,,,,0,,openstreetmap
Hemingways,Corniche Road West,Abu Dhabi,24.462524,54.3255185,,,,0,,openstreetmap
The Jazz Club,Corniche Road West,Abu Dhabi,24.4625314,54.3254483,,,,0,,openstreetmap
Royal Orchid,Corniche Road West,Abu Dhabi,24.4629701,54.3256185,,,,0,,openstreetmap
IL Forno,2nd Street,Abu Dhabi,24.4567823,54.3822694,,,,0,,openstreetmap
دجاج كنتاكي,,Abu Dhabi,24.4733705,54.3681979,,,,0,,openstreetmap
Foodlands RESTAURANT,,Abu Dhabi,24.4790819,54.3629149,,,,0,,openstreetmap
Le Beaujolais,Hamdan Bin Mohammed Street,Abu Dhabi,24.4885209,54.3621383,,,,0,,openstreetmap
Esquires,,Abu Dhabi,24.4635499,54.3875645,,,,0,,openstreetmap
Frankie's,,Abu Dhabi,24.4151094,54.4900739,+97126543238,,,0,,openstreetmap
Marco Pierre White Steakhouse & Grill,,Abu Dhabi,24.4147447,54.4905466,,https://www.fairmont.com/babalbahr/GuestServices/Restaurants/MarcoPierreWhiteSteakhouseandGrill.htm,,0,,openstreetmap
Texas Chicken,,Abu Dhabi,24.4720677,54.3683553,,,,0,,openstreetmap
Certo,,Abu Dhabi,24.4092342,54.4906932,,,,0,,openstreetmap
Ushna,,Abu Dhabi,24.4088353,54.4908087,,,,0,,openstreetmap
Fishmarket,,Abu Dhabi,24.4554703,54.3271026,,,,0,,openstreetmap
McDonald's,,Abu Dhabi,24.4738348,54.3477818,,,,0,,openstreetmap
Burger King,,Abu Dhabi,24.4716213,54.344987,,,,0,,openstreetmap
مطعم زهرة لبنان,,Abu Dhabi,24.4756132,54.3774909,,,,0,,openstreetmap
Pearls Bar,,Abu Dhabi,24.4066186,54.490096,,,,0,,openstreetmap
The Meat Co.,,Abu Dhabi,24.4090332,54.4906656,+97125581713,,,0,,openstreetmap
Sho Cho,,Abu Dhabi,24.4090926,54.4906676,+97125581117,,,0,,openstreetmap
Starbucks,,Abu Dhabi,24.4898717,54.3628881,,,,0,,openstreetmap
Al Rousha,,Abu Dhabi,24.4908389,54.3611943,,,,0,,openstreetmap
Cafe Arabia,Mohammed Bin Khalifa Street (15th Street),Abu Dhabi,24.4558765,54.3793157,+97126439699,https://www.facebook.com/CafeArabia,,0,,openstreetmap
Il Porto Italian Restaurant & Sushi Bar,,Abu Dhabi,24.473801,54.3162985,+97326359957,,,0,,openstreetmap
Al Fawar,,Abu Dhabi,24.4336768,54.4378142,,,,0,,openstreetmap
Ponderosa Steakhouse,,Abu Dhabi,24.4849965,54.3625668,,,,0,,openstreetmap
Tasty Zone CAFETERIA,,Abu Dhabi,24.4586902,54.3762226,,,,0,,openstreetmap
Spaccanapoli,,Abu Dhabi,24.4909957,54.3656632,,,,0,,openstreetmap
Trader Vic's,,Abu Dhabi,24.4945046,54.3839147,,https://tradervics.com/locations/abu-dhabi/,,0,,openstreetmap
Pizza Hut,,Abu Dhabi,24.4590562,54.3805211,,,,0,,openstreetmap
Le Boulanger,,Abu Dhabi,24.4386638,54.412588,,,,0,,openstreetmap
Bord Eau,,Abu Dhabi,24.4064507,54.4905754,+97125098888,http://www.shangri-la.com/en/property/abudhabi/shangrila/dining/restaurant/bordeau,,0,,openstreetmap
Il Bocaccio,,Abu Dhabi,24.4568138,54.3287017,,,,0,,openstreetmap
Popeyes,,Abu Dhabi,24.4587025,54.3810767,,,,0,,openstreetmap
Chawarmino Restaurant,,Abu Dhabi,24.4467368,54.4021821,,,,0,,openstreetmap
Sea Shell Restaurant,,Abu Dhabi,24.4479821,54.4008168,,,,0,,openstreetmap
Noodle House,,Abu Dhabi,24.4088185,54.4908085,,,,0,,openstreetmap
Relax @ 12,,Abu Dhabi,24.4199301,54.4389202,,,,0,,openstreetmap
Nagham Cafe,,Abu Dhabi,24.432061,54.4375431,,,,0,,openstreetmap
Rangoli,Yas Plaza,Abu Dhabi,24.4665886,54.5993028,,,,0,,openstreetmap
Blue Grill,Yas Plaza,Abu Dhabi,24.4663098,54.5991977,,,,0,,openstreetmap
Toki,Corniche Road West,Abu Dhabi,24.4628347,54.3253478,,,,0,,openstreetmap
Shakespeare & Company,,Abu Dhabi,24.4318697,54.4349943,,,,0,,openstreetmap
Tazza Cafe,,Abu Dhabi,24.4679377,54.3825442,,,,0,,openstreetmap
Dolmabahce Restaurant,,Abu Dhabi,24.4796636,54.3508927,026263311,http://www.dolmabahce.ae,,0,,openstreetmap
AL SAYYAD Restaurant & grill br.,Al Dhafra 25 Street,Abu Dhabi,24.43888,54.4150706,+97124444712,https://alsayyad-ad.com/,,0,,openstreetmap
Zyara,,Abu Dhabi,24.4940345,54.3615599,,,,0,,openstreetmap
ستاربكس,,Abu Dhabi,24.4740232,54.3472629,,,,0,,openstreetmap
Circle Café,,Abu Dhabi,24.4317152,54.5670475,,,,0,,openstreetmap
LARTE,,Abu Dhabi,24.5345155,54.4195372,,https://www.larte.ae/,,0,,openstreetmap
Cooper's Bar & Restaurant,,Abu Dhabi,24.4234933,54.4737721,,,,0,,openstreetmap
ماكدونالدز,,Abu Dhabi,24.4285296,54.4316867,,,,0,,openstreetmap
Jabal Al Noor,,Abu Dhabi,24.4221512,54.5652698,,,,0,,openstreetmap
Jones the Grocers,,Abu Dhabi,24.4639312,54.3872229,,,,0,,openstreetmap
Italianissimo,,Abu Dhabi,24.4957386,54.4067798,,,,0,,openstreetmap
Al Fawwar Restaurant,,Abu Dhabi,24.4644348,54.3802355,,,,0,,openstreetmap
Stills,,Abu Dhabi,24.4652893,54.5972735,,,,0,,openstreetmap
Sumo Sushi Bento,,Abu Dhabi,24.43382,54.6177504,,,,0,,openstreetmap
Caribou Coffee,,Abu Dhabi,24.432893,54.6170968,,,,0,,openstreetmap
BiancoRosso,,Abu Dhabi,24.4653823,54.3871578,+97126584244,,,0,,openstreetmap
Just Falafel,,Abu Dhabi,24.4564112,54.3770127,,,,0,,openstreetmap
Shabby Chic,,Abu Dhabi,24.4644319,54.3869285,,,,0,,openstreetmap
Slices,,Abu Dhabi,24.4636727,54.3874346,,,,0,,openstreetmap
Cone Zone,,Abu Dhabi,24.421675,54.5654227,,,,0,,openstreetmap
Rola,,Abu Dhabi,24.4215528,54.5654763,,,,0,,openstreetmap
HanKang,Khalifa bin Shakhbout Street,Abu Dhabi,24.4401172,54.3780181,+971504247720,,,0,,openstreetmap
Burger Hood,,Abu Dhabi,24.4314872,54.4354136,,,,0,,openstreetmap
Pizza Amore,,Abu Dhabi,24.372439,54.5384438,,,,0,,openstreetmap
19th Street Bar,,Abu Dhabi,24.4432965,54.3819169,,,,0,,openstreetmap
Y bar,Yas Plaza,Abu Dhabi,24.4664639,54.5992533,,,,0,,openstreetmap
Amerigos Mexican Bar & Restaurant,,Abu Dhabi,24.4679089,54.598011,,,,0,,openstreetmap
Sands Pool Bar,,Abu Dhabi,24.468348,54.5980638,,,,0,,openstreetmap
Aquarius Pool Bar,,Abu Dhabi,24.4663443,54.5995707,,,,0,,openstreetmap
Sundowner Pool Bar,,Abu Dhabi,24.4655701,54.5971447,,,,0,,openstreetmap
Mondo Pizzeria,Al Saada,Abu Dhabi,24.4432944,54.3839794,,,,0,,openstreetmap
TGI Fridays,,Abu Dhabi,24.4975991,54.3785474,,,,0,,openstreetmap
Rock Bottom Cafe,Al Meena Street,Abu Dhabi,24.5027111,54.3739429,+97126787700,,,0,,openstreetmap
Indigo,,Abu Dhabi,24.4952572,54.3843666,,,,0,,openstreetmap
Prego's,,Abu Dhabi,24.4953429,54.3844844,,,,0,,openstreetmap
Rodeo Grill,,Abu Dhabi,24.4951608,54.3842523,,,,0,,openstreetmap
Chhappan Bhog RESTAURANT,,Abu Dhabi,24.4915321,54.3748711,,,,0,,openstreetmap
Inner Mongolian Xiao Wei Yang Little Lamb Hot Pot Restaurant,,Abu Dhabi,24.4663743,54.3749683,,,,0,,openstreetmap
Maroosh,,Abu Dhabi,24.4007246,54.5763922,,,,0,,openstreetmap
Krispy Kreme,,Abu Dhabi,24.4006224,54.5764225,,,,0,,openstreetmap
Dukkan Falafel,,Abu Dhabi,24.4004364,54.5764512,,,,0,,openstreetmap
Baskin Robbins,,Abu Dhabi,24.4007767,54.5756365,,,,0,,openstreetmap
Tandoor Express,,Abu Dhabi,24.4008682,54.5763642,,,,0,,openstreetmap
لابولانجير,,Abu Dhabi,24.400806,54.5757572,,,,0,,openstreetmap
Sangeetha Vegetarian Restaurant,,Abu Dhabi,24.3437133,54.5310327,+97125533444,https://sangeethavegrestaurants.com/,,0,,openstreetmap
Nolu's Cafe,,Abu Dhabi,24.4505052,54.601288,+97125579500,http://www.noluscafe.com/,,0,,openstreetmap
Just Kabab,,Abu Dhabi,24.4008524,54.5760335,,,,0,,openstreetmap
1762,,Abu Dhabi,24.468625,54.3400953,,,,0,,openstreetmap
Lebanese Mill Restaurant,Mohammed Bin Butti Al Hamed Street,Abu Dhabi,24.4889879,54.3727971,,,,0,,openstreetmap
Tarbouche Restaurant,,Abu Dhabi,24.4890761,54.3561598,,,,0,,openstreetmap
Samurai Japanese,Al Hawdaj Street,Abu Dhabi,24.5020416,54.3733167,,,,0,,openstreetmap
Oasis Chinese,Riddat At Tiwyan Street,Abu Dhabi,24.5008109,54.3742569,,,,0,,openstreetmap
Tripoli Restaurant,Al Wakrah Street,Abu Dhabi,24.4999444,54.372882,,,,0,,openstreetmap
Squiz Cafe,,Abu Dhabi,24.5071444,54.3731276,,,,0,,openstreetmap
Sri Lankan Butterfly,,Abu Dhabi,24.3314642,54.533449,,,,0,,openstreetmap
Hausbrandt,,Abu Dhabi,24.5228294,54.4358323,,,,0,,openstreetmap
Russian Kitchen House Cafeteria,,Abu Dhabi,24.4966423,54.369022,,,,0,,openstreetmap
Mercato Cafeteria,,Abu Dhabi,24.4565295,54.3911286,,,,0,,openstreetmap
Costa,,Abu Dhabi,24.4522125,54.604876,,,,0,,openstreetmap
Andiamo! Italian Restaurant,,Abu Dhabi,24.4554809,54.61451,,,,0,,openstreetmap
Burger House,,Abu Dhabi,24.4518988,54.604911,,,,0,,openstreetmap
German Doner Kebab,,Abu Dhabi,24.4522138,54.6037657,,,,0,,openstreetmap
Lilies Restaurant and Coffee Shop,,Abu Dhabi,24.4520163,54.6044682,,,,0,,openstreetmap
Vasa Vasa Gelateria,,Abu Dhabi,24.4526371,54.6055127,,,,0,,openstreetmap
Kababs and Kurries,,Abu Dhabi,24.4519089,54.6045567,,,,0,,openstreetmap
Al Suwadeh,,Abu Dhabi,24.4519856,54.6048997,,,,0,,openstreetmap
Bricco Pizza & Pasta,,Abu Dhabi,24.4513055,54.6011549,,,,0,,openstreetmap
Julius Meinl Cafe,,Abu Dhabi,24.4510943,54.6009859,,,,0,,openstreetmap
Mugg & Bean,,Abu Dhabi,24.4434922,54.6090833,,,,0,,openstreetmap
Hippy Chic,,Abu Dhabi,24.443397,54.6087561,,,,0,,openstreetmap
Subway Sandwiches,,Abu Dhabi,24.4427121,54.6078873,,,,0,,openstreetmap
Soy Express,,Abu Dhabi,24.4426999,54.6078954,,,,0,,openstreetmap
Cafe Firenze,,Abu Dhabi,24.4567718,54.6154771,,,,0,,openstreetmap
Dolmabahce Turkish Cuisine,,Abu Dhabi,24.4560473,54.6149124,,,,0,,openstreetmap
McGettigan's Irish Pub,,Abu Dhabi,24.4385339,54.5729706,,,,0,,openstreetmap
Iris Sunset Lounge,,Abu Dhabi,24.4672638,54.609113,,,,0,,openstreetmap
Aquarium Seafood & Fish Market,,Abu Dhabi,24.4657611,54.6093155,,,,0,,openstreetmap
Cafe D'Alsace,,Abu Dhabi,24.4662029,54.6093642,,,,0,,openstreetmap
Rozanah Lebanese Restaurant,,Abu Dhabi,24.4663885,54.6094634,,,,0,,openstreetmap
Diablito Music and Food,,Abu Dhabi,24.4656146,54.6091358,,,,0,,openstreetmap
Cipriani Italian,,Abu Dhabi,24.4670282,54.609176,,,,0,,openstreetmap
Stars N' Bars,,Abu Dhabi,24.4659905,54.6094259,,,,0,,openstreetmap
Nando's,,Abu Dhabi,24.454804,54.6138688,,,,0,,openstreetmap
Al Farooj Arabic Food,,Abu Dhabi,24.4337406,54.437342,,,,0,,openstreetmap
Shatter Al Hassan Lebanese Grill,,Abu Dhabi,24.4784293,54.3698558,,,,0,,openstreetmap
Sama Al Bawadi Gulf Cuisine,,Abu Dhabi,24.4337555,54.4372317,,,,0,,openstreetmap
Southern Fried Chicken SFC,,Abu Dhabi,24.4333133,54.4400301,,,,0,,openstreetmap
Chili's,,Abu Dhabi,24.4856715,54.6089447,,,,0,,openstreetmap
Dish Dash,,Abu Dhabi,24.4854139,54.6088938,,,,0,,openstreetmap
Galito's Grilled Chicken,,Abu Dhabi,24.4857606,54.6088481,,,,0,,openstreetmap
Lemongrass Thai Restaurant,,Abu Dhabi,24.4859156,54.608647,,,,0,,openstreetmap
BurgerFuel,Yas Leisure Drive,Abu Dhabi,24.4859986,54.6084512,+971025651207,https://www1.burgerfuel.com/nz/worldwide/stores,,0,,openstreetmap
Cafe Bateel,,Abu Dhabi,24.4860694,54.6082741,,,,0,,openstreetmap
Texas Roadhouse,,Abu Dhabi,24.4861327,54.6080985,,,,0,,openstreetmap
Gloria Jean's,,Abu Dhabi,24.4860645,54.6076921,,,,0,,openstreetmap
O' My Buns,,Abu Dhabi,24.4860143,54.6076661,,,,0,,openstreetmap
Gusto Italian,,Abu Dhabi,24.4858302,54.607499,,,,0,,openstreetmap
Berry Bang,,Abu Dhabi,24.4859546,54.6077538,,,,0,,openstreetmap
Maraheb,Khalifa Bin Zayed The First Street,Abu Dhabi,24.4907161,54.3588984,+97126213138,,,0,,openstreetmap
Sushi Counter,,Abu Dhabi,24.4508644,54.6012166,,,,0,,openstreetmap
مطعم سنجيتا,Sheikh Zayed Bin Sultan Street,Abu Dhabi,24.4936223,54.3761091,+97126763519,https://sangeethavegrestaurants.com/,,0,,openstreetmap
Taste of Korea,,Abu Dhabi,24.4903176,54.3578328,+97126521013,http://eclipsesuites.com/taste-of-korea/,,0,,openstreetmap
Hankook Korean Restaurant,Hazaa Bin Zayed The First Street,Abu Dhabi,24.4736361,54.3771201,+97126423399,,,0,,openstreetmap
Manna Land,Commercial Road,Abu Dhabi,24.4646169,54.386766,+97124466860,,,0,,openstreetmap
Al Maskoof Al Iraqi,Sheikh Rashid Bin Saeed Al Maktoum Street,Abu Dhabi,24.4576384,54.383309,+97124433387,,,0,,openstreetmap
whEAT,Saeed Bin Ahmed Al Otaiba Street,Abu Dhabi,24.4963362,54.3652609,+97126950450,http://www.wheatabudhabi.com/,,0,,openstreetmap
Library Café,,Abu Dhabi,24.5242977,54.4341957,,,,0,,openstreetmap
Al Sultan Bakeries and Markets,,Abu Dhabi,24.4826743,54.3645604,,,,0,,openstreetmap
The Cheesecake Factory,Yas Mall,Abu Dhabi,24.4894734,54.6092168,,,,0,,openstreetmap
Mono Restaurant,,Abu Dhabi,24.4778215,54.3806011,,,,0,,openstreetmap
Burger Bureau,,Abu Dhabi,24.4915998,54.3935371,,,,0,,openstreetmap
Doner & Gyro,,Abu Dhabi,24.4912465,54.3941257,,,,0,,openstreetmap
Bshawarma,,Abu Dhabi,24.4904964,54.3950171,,,,0,,openstreetmap
800 Pizza,Paragon Mall,Abu Dhabi,24.4913375,54.3937522,,,,0,,openstreetmap
First Clique,"Paragon Mall, Reem Island",Abu Dhabi,24.4914748,54.3936232,,,,0,,openstreetmap
Wakataua Terrace & Lounge,,Abu Dhabi,24.4992398,54.3819722,,http://www.lemeridienabudhabi.com/en/wakataua-terrace,,0,,openstreetmap
Captains Arms,,Abu Dhabi,24.498511,54.3815457,+97126446666,http://www.captainsarms-abudhabi.com/,,0,,openstreetmap
Havana Club,,Abu Dhabi,24.4619186,54.3167157,+97126907999,https://www.kempinski.com/en/abudhabi/emirates-palace/dining/lounges-and-bars/Havana-Club/,,0,,openstreetmap
Sax,,Abu Dhabi,24.4960467,54.3657552,+97126742020,http://www.leroyalmeridienabudhabi.com/en/sax-club-lounge,,0,,openstreetmap
PJ O'Reilly's,,Abu Dhabi,24.496834,54.3658317,+971800101101,https://www.pjspubabudhabi.com/,,0,,openstreetmap
Mardi Gras,,Abu Dhabi,24.5028503,54.3739788,,https://www.aldiarhotels.com/aldiarcapitalhotel/dining/,,0,,openstreetmap
Left Bank,,Abu Dhabi,24.4092768,54.4906571,+97125581680,,,0,,openstreetmap
Harvesters Pub,,Abu Dhabi,24.4890012,54.3681767,,https://www.ihg.com/holidayinn/hotels/us/en/abu-dhabi/auhhi/hoteldetail/dining,,0,,openstreetmap
Rabbit Hutch,,Abu Dhabi,24.4831923,54.3506502,,,,0,,openstreetmap
Olive Branch,,Abu Dhabi,24.3303381,54.6232633,+197126595436,,,0,,openstreetmap
Burlington Grill,,Abu Dhabi,24.330343,54.6233491,,,,0,,openstreetmap
Hunter B&R,,Abu Dhabi,24.3304188,54.6231453,,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Rimal,,Abu Dhabi,24.3304946,54.6230688,+97126596666,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Oasis Courtyard,,Abu Dhabi,24.3310537,54.623522,+97126596666,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Cheers,,Abu Dhabi,24.4971144,54.3650218,,,,0,,openstreetmap
Kuya Juan,,Abu Dhabi,24.4969525,54.3649791,,,,0,,openstreetmap
Taste of Asia,,Abu Dhabi,24.4970013,54.3650327,,,,0,,openstreetmap
Chinoy Haven,,Abu Dhabi,24.4969622,54.3650434,,,,0,,openstreetmap
Hub33,,Abu Dhabi,24.4969452,54.365081,,,,0,,openstreetmap
Cafe de Al Ain,,Abu Dhabi,24.4969671,54.3649201,,,,0,,openstreetmap
Ally Pally,,Abu Dhabi,24.496933,54.3650005,,,,0,,openstreetmap
Tambayan,,Abu Dhabi,24.4969183,54.3649549,,,,0,,openstreetmap
Bait El Khetyar,,Abu Dhabi,24.4881626,54.3711958,026333200,,,0,,openstreetmap
Bikers Cafe,,Abu Dhabi,24.435318,54.4562832,,,,0,,openstreetmap
Zaytinya,,Abu Dhabi,24.4349868,54.4559288,,,,0,,openstreetmap
Camacho Restaurant,,Abu Dhabi,24.4353413,54.4562147,,,,0,,openstreetmap
Papa Murphy's Pizza,,Abu Dhabi,24.435515,54.4555103,,,,0,,openstreetmap
Marketplace,,Abu Dhabi,24.5245118,54.4339995,,,,0,,openstreetmap
Madang,,Abu Dhabi,24.4112658,54.6443321,+97125758185,https://www.facebook.com/madanguae/info/?tab=page_info,,0,,openstreetmap
Hickory's,,Abu Dhabi,24.478229,54.5997177,,https://yaslinks.com/Leisure/Hickory_s.aspx,,0,,openstreetmap
