name,country,city,address,latitude,longitude,phone,website,rating,reviews_count,price_range,source
La Table de La Kasbah,Morocco,Marrakech,,,,+212 525-221110,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Chouf L'Or,Morocco,Marrakech,,,,+212 661-894490,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Niagara Marrakech,Morocco,Marrakech,,,,+212 662-609684,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Noto Marrakech,Morocco,Marrakech,,,,+212 663-454657,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Ritzi Marrakech,Morocco,Marrakech,,,,+212 663-230484,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Rooftop Garden,Morocco,Marrakech,,,,+212 670-034422,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
La Terrasse De La Brillante - Rooftop,Morocco,Marrakech,,,,+212 696-035951,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Le Makassar Restaurant,Morocco,Marrakech,,,,+212 5243-91926,https://www.tripadvisorsupport.com/en-US/hc/owner/articles/397,,0,,tripadvisor
Chick’N Wraps,Morocco,Settat,,32.995996399999996,-7.621948199999999,,,4.0,0,,google_places
Le 28 Café & Restaurant,Morocco,Settat,,33.001342199999996,-7.6212257999999995,,,3.2,0,,google_places
Restaurant La Suite Settat,Morocco,Settat,,32.9951108,-7.617674900000001,,,3.3,0,,google_places
PRENSDAY: Café & Restaurant,Morocco,Settat,,32.997468399999995,-7.619742299999999,,,4.6,0,,google_places
Restaurant Le Park 101,Morocco,Settat,,33.0008869,-7.6205206,,,4.0,0,,google_places
Hola Chef,Morocco,Settat,,32.9957473,-7.621694400000001,,,4.7,0,,google_places
Chez Zio,Morocco,Settat,,32.9893734,-7.5993348,,,4.2,0,,google_places
Le Street,Morocco,Settat,,32.9959105,-7.6219845,,,4.3,0,,google_places
la.tulipe.noire.settat,Morocco,Settat,,32.9916793,-7.6209598,,,3.9,0,,google_places
SushiYummymaroc,Morocco,Settat,,32.996942499999996,-7.6231207,,,4.3,0,,google_places
BELDI PLACE,Morocco,Settat,,33.0096193,-7.6141223,,,4.0,0,,google_places
Deli in the box,Morocco,Settat,,33.0068833,-7.617602100000001,,,4.9,0,,google_places
IYAD FOOD,Morocco,Settat,,32.9935125,-7.603766799999999,,,4.5,0,,google_places
مطعم عز الشام,Morocco,Settat,,33.004991,-7.6198831999999985,,,3.6,0,,google_places
أطباق كريم Restaurant Karim,Morocco,Settat,,33.0004314,-7.6178874,,,4.1,0,,google_places
Aux Délices,Morocco,Settat,,32.994761,-7.621386500000001,,,3.0,0,,google_places
Espace happy village,Morocco,Settat,,33.0589204,-7.6400331,,,4.2,0,,google_places
L’ESCALE GOURMANDE,Morocco,Settat,,32.9946927,-7.622081999999999,,,4.4,0,,google_places
Ennakhil,Morocco,Settat,,33.009192399999996,-7.618588799999999,,,4.4,0,,google_places
The Faster Fast Food Settat,Morocco,Settat,,32.9982384,-7.6218102,,,5.0,0,,google_places
Dar Harruch : Café & Restaurant,Morocco,Tangier,,35.7866802,-5.8104287999999995,,,4.8,0,,google_places
Kebdani,Morocco,Tangier,,35.78657990000001,-5.809463699999999,,,4.7,0,,google_places
Restaurant Al Maimouni,Morocco,Tangier,,35.7855172,-5.8089099,,,4.6,0,,google_places
Clay Oven Tangier,Morocco,Tangier,,35.7748973,-5.786096199999999,,,4.8,0,,google_places
Kanzaman,Morocco,Tangier,,35.785859599999995,-5.8098855,,,4.4,0,,google_places
Restaurant Antartique,Morocco,Tangier,,35.7599449,-5.8311888,,,4.9,0,,google_places
Anber Tanger Moroccan Restaurant,Morocco,Tangier,,35.774470799999996,-5.7846478,,,4.4,0,,google_places
Abou Tayssir,Morocco,Tangier,,35.7864387,-5.8133919999999994,,,4.6,0,,google_places
Safran,Morocco,Tangier,,35.7825223,-5.7986289,,,4.8,0,,google_places
Chez Hassan,Morocco,Tangier,,35.7868822,-5.813832199999999,,,4.6,0,,google_places
L'Aquarium Blue,Morocco,Tangier,,35.7716393,-5.831175699999999,,,4.6,0,,google_places
L'Océan Restaurant Tanger,Morocco,Tangier,,35.744667299999996,-5.939255,,,4.2,0,,google_places
Mesana,Morocco,Tangier,,35.775804199999996,-5.7856222,,,4.5,0,,google_places
Les Huîtres,Morocco,Tangier,,35.7829641,-5.832677599999999,,,4.9,0,,google_places
El Morocco Club,Morocco,Tangier,,35.7887734,-5.8144982,,,4.2,0,,google_places
Restaurant Saveur de Poisson,Morocco,Tangier,,35.7825172,-5.8124961,,,4.4,0,,google_places
Alma Kitchen & Coffee,Morocco,Tangier,,35.7777064,-5.804458299999999,,,4.7,0,,google_places
Café Hafa,Morocco,Tangier,,35.7913719,-5.8218393,,,3.8,0,,google_places
Benny's,Morocco,Tangier,,35.781689799999995,-5.8207198,,,4.8,0,,google_places
La Boca Negra,Morocco,Tangier,,35.7770274,-5.7993095,,,4.3,0,,google_places
La ROSÉE TAZA - Crèmerie restaurant R&M,Morocco,Taza,,34.2215589,-4.0050194999999995,,,4.6,0,,google_places
CAFE RESTAURANT NOUR,Morocco,Taza,,34.2332143,-4.0066958999999995,,,4.7,0,,google_places
Noyau d'Art : Café & Restaurant,Morocco,Taza,,34.212545999999996,-4.013393,,,4.1,0,,google_places
Le Palais des Goûts,Morocco,Taza,,34.224569900000006,-4.0070714,,,4.6,0,,google_places
O'Belvédère,Morocco,Taza,,34.2112049,-4.0122406999999995,,,3.4,0,,google_places
Ema Restaurant,Morocco,Taza,,34.2182173,-4.0058302,,,3.3,0,,google_places
Beirut Dishes أطباق بيروت,Morocco,Taza,,34.2131055,-4.0088295,,,4.3,0,,google_places
Le Tribord Panoramique : Restaurant Italien & International,Morocco,Taza,,34.223208299999996,-3.9612282999999997,,,3.7,0,,google_places
Restaurant la Razane,Morocco,Taza,,34.210663700000005,-4.0091041,,,4.4,0,,google_places
Crystal : Café & Restaurant,Morocco,Taza,,34.2120738,-4.0067604,,,4.1,0,,google_places
"L'Élysée : Café, Restaurant & Pâtisserie",Morocco,Taza,,34.2245938,-4.0111326,,,4.7,0,,google_places
BBQ Resto,Morocco,Taza,,34.2245295,-4.0099045,,,3.7,0,,google_places
La Palette Antique : Café & Restaurant,Morocco,Taza,,34.2238988,-4.007312499999999,,,4.3,0,,google_places
Primos Burger,Morocco,Taza,,34.2221106,-4.010611,,,4.5,0,,google_places
Lux : Café & Restaurant,Morocco,Taza,,34.2103864,-4.0080159,,,3.8,0,,google_places
La vue Taza : Café & Restaurant,Morocco,Taza,,34.2136087,-4.0186437,,,2.9,0,,google_places
Ève : Café & Restaurant,Morocco,Taza,,34.211039299999996,-4.009736999999999,,,3.1,0,,google_places
Paradise Moumou,Morocco,Taza,,34.214359,-4.009223899999999,,,3.4,0,,google_places
مأكولات الأصالة,Morocco,Taza,,34.209089399999996,-4.0155411999999995,,,5.0,0,,google_places
L'Angle d'Or : Café & Restaurant,Morocco,Taza,,34.2133817,-4.0090854,,,3.8,0,,google_places
Dar La Médina Tetawen,Morocco,Tetouan,,35.5717803,-5.3656513,,,4.8,0,,google_places
Restinga Restaurant,Morocco,Tetouan,,35.570022,-5.3726135,,,4.1,0,,google_places
Café Al Amal - مقهى الأمل,Morocco,Tetouan,,35.5705889,-5.3627709,,,4.9,0,,google_places
Little Mamma Tétouan,Morocco,Tetouan,,35.588561399999996,-5.3346058,,,4.6,0,,google_places
El Reducto,Morocco,Tetouan,,35.571075,-5.3698998,,,4.3,0,,google_places
"Blanco Riad, Hôtel & Restaurant",Morocco,Tetouan,,35.57062940000001,-5.3700602,,,4.2,0,,google_places
La Esquina del Pescado,Morocco,Tetouan,,35.569601899999995,-5.3765792,,,4.2,0,,google_places
Restaurant Sed Nakhla,Morocco,Tetouan,,35.4459747,-5.3933463,,,4.1,0,,google_places
Coin Chaud Tetouan,Morocco,Tetouan,,35.5857965,-5.3414163,,,4.7,0,,google_places
Nostra Tratorria | Restaurant Italien,Morocco,Tetouan,,35.5867606,-5.3421940999999995,,,4.4,0,,google_places
Misushi,Morocco,Tetouan,,35.5864403,-5.3416289,,,4.7,0,,google_places
Restaurante Omega-3 Cabo,Morocco,Tetouan,,35.6666457,-5.314541,,,4.4,0,,google_places
"El Horno : Café, Restaurant, Pizzeria, Boulangerie & Pâtisserie",Morocco,Tetouan,,35.5888656,-5.341189,,,4.4,0,,google_places
River Front : Café & Restaurant,Morocco,Tetouan,,35.5639007,-5.3536345,,,3.5,0,,google_places
Maison Yamanda | Restaurant Marocain,Morocco,Tetouan,,35.5869965,-5.3421316999999995,,,4.7,0,,google_places
Restaurant Chahd Cham - Tétouan,Morocco,Tetouan,,35.5705137,-5.3749722,,,3.9,0,,google_places
Restaurant la dorada,Morocco,Tetouan,,35.5889107,-5.3625973,,,3.7,0,,google_places
FujiWara,Morocco,Tetouan,,35.585752299999996,-5.3417296,,,3.8,0,,google_places
Restaurant Omar مطعم تطوان,Morocco,Tetouan,,35.5710245,-5.377929,,,3.9,0,,google_places
Dar Bomba,Morocco,Tetouan,,35.571897199999995,-5.372520499999999,,,4.7,0,,google_places
