name,country,city,address,latitude,longitude,phone,website,rating,reviews_count,price_range,source
Burgo,Kuwait,Ahmadi,,29.1398009,48.1305987,,,,0,,openstreetmap
Shrimpy,Kuwait,Ahmadi,,29.1342921,48.1322552,,,,0,,openstreetmap
Applebee's,Kuwait,Ahmadi,,29.1397713,48.1303799,,,,0,,openstreetmap
"Dante Coffee Shop "" Inside the Dome""",Kuwait,Ahmadi,,29.1356025,48.1314586,,,,0,,openstreetmap
Taco Bell,Kuwait,Ahmadi,,29.140082,48.1302301,,,,0,,openstreetmap
Kabab-ji,Kuwait,Ahmadi,,29.1401097,48.1304143,,,,0,,openstreetmap
Domino's,Kuwait,Ahmadi,,29.1436827,48.128543,,,,0,,openstreetmap
The Breakfast Club,Kuwait,Ahmadi,,29.1821217,48.1163294,,,,0,,openstreetmap
شومين,Kuwait,Ahmadi,,29.0824225,48.1359799,,,,0,,openstreetmap
دندرمة للمأكولات الخغيفة,Kuwait,Ahmadi,,29.0820662,48.1363742,,,,0,,openstreetmap
Pizza Inn (Pizzeria),Kuwait,Ahmadi,,29.1760521,48.1147194,,,,0,,openstreetmap
Hardee's Store,Kuwait,Ahmadi,,29.1323267,48.1263679,+9651888333,,,0,,openstreetmap
دجاج كنتاكي,Kuwait,Ahmadi,,29.1430396,48.1018994,,,,0,,openstreetmap
Shoolazeez Restaurant,Kuwait,Ahmadi,,29.0844774,48.0903149,+96523983755,,,0,,openstreetmap
Naif Chicken Restaurant,Kuwait,Ahmadi,,29.0857089,48.0825164,,,,0,,openstreetmap
The Coffee Bean & Tea Leaf,Kuwait,Ahmadi,Salem Sabah Al Salem Al Sabah Street,29.1489766,48.1273875,,,,0,,openstreetmap
TGI Fridays,Kuwait,Ahmadi,,29.1540832,48.1248766,,,,0,,openstreetmap
Waffle & Burger,Kuwait,Ahmadi,,29.1483002,48.1242409,,,,0,,openstreetmap
Sultan Kitchen,Kuwait,Ahmadi,,29.1499748,48.1233826,,,,0,,openstreetmap
كرسبي كريم,Kuwait,Ahmadi,,29.1492937,48.1260285,,http://krisbykremearabia.com,,0,,openstreetmap
Panda House Fusionz,Kuwait,Ahmadi,,29.1480579,48.1260872,+96522251955,,,0,,openstreetmap
Star juice,Kuwait,Ahmadi,,29.1481228,48.1269415,,,,0,,openstreetmap
P.F. Chang's,Kuwait,Ahmadi,,29.1483193,48.1279896,,,,0,,openstreetmap
The Cheesecake Factory,Kuwait,Ahmadi,,29.1478329,48.1282578,+96522283064,,,0,,openstreetmap
Society by Supreme,Kuwait,Ahmadi,,29.1422825,48.1295319,+96522399322,,,0,,openstreetmap
Mlas Bo Khammas Restaurant,Kuwait,Ahmadi,,29.1421986,48.1297836,+96522204777,http://www.malasbokhamas.com,,0,,openstreetmap
Khaneen,Kuwait,Ahmadi,,29.1423798,48.1296501,,,,0,,openstreetmap
بوتشيني بيتزاريا,Kuwait,Ahmadi,,29.1424179,48.1295853,,,,0,,openstreetmap
Cafe Bazza,Kuwait,Ahmadi,,29.1421909,48.1296234,+9651860860,http://www.cafebazza.com,,0,,openstreetmap
Mooyah,Kuwait,Ahmadi,,29.142374,48.1295815,,,,0,,openstreetmap
Gang Nam Asian Cuisine,Kuwait,Ahmadi,,29.147789,48.1238327,+96596972662,,,0,,openstreetmap
Proper Sliders,Kuwait,Ahmadi,,29.1476612,48.1239128,+96522391903,https://www.propersliders.com/,,0,,openstreetmap
Hardees,Kuwait,Ahmadi,,29.0988957,48.1304172,,,,0,,openstreetmap
Texas Roadhouse,Kuwait,Ahmadi,,29.1480789,48.1281383,,,,0,,openstreetmap
GTO Burger,Kuwait,Ahmadi,,29.180504,48.1193786,,,,0,,openstreetmap
Health Stop,Kuwait,Ahmadi,,29.1431253,48.1287153,,,,0,,openstreetmap
Chili's,Kuwait,Ahmadi,Salem Sabah Al Salem Al Sabah Street,29.135484,48.1310172,,,,0,,openstreetmap
Restaurant Fahra Classical,Kuwait,Ahmadi,,29.0809368,48.1235086,,,,0,,openstreetmap
Torino,Kuwait,Ahmadi,,29.0818675,48.1232546,,,,0,,openstreetmap
Police Steak,Kuwait,Ahmadi,,29.0875601,48.1311603,,,,0,,openstreetmap
Biriyani House,Kuwait,Ahmadi,,29.0954692,48.1296846,,,,0,,openstreetmap
SAS Restaurant,Kuwait,Ahmadi,,29.1370086,48.1241203,,,,0,,openstreetmap
Al-Jothen Indian Restaurant,Kuwait,Ahmadi,,29.1406459,48.1213242,,,,0,,openstreetmap
Burger Co,Kuwait,Ahmadi,,29.1570244,48.1161739,,,,0,,openstreetmap
Tabasco Restaurant,Kuwait,Ahmadi,,29.1585222,48.1165093,,,,0,,openstreetmap
Taxim,Kuwait,Ahmadi,,29.1591053,48.1167455,,,,0,,openstreetmap
Police Steak Restaurant,Kuwait,Ahmadi,,29.1705137,48.1166907,,,,0,,openstreetmap
Palmetto,Kuwait,Ahmadi,,29.1710751,48.1142642,,,,0,,openstreetmap
منطقة المطاعم الكورنيش,Kuwait,Ahmadi,,29.1365084,48.1317968,,,,0,,openstreetmap
Paul,Kuwait,Ahmadi,,29.1742909,48.0992189,,,,0,,openstreetmap
Yas Palace Iranian restaurant,Kuwait,Ahmadi,,29.1357947,48.1311906,,,,0,,openstreetmap
جريت ستيك,Kuwait,Ahmadi,,29.0980706,48.1354195,,,,0,,openstreetmap
Waffle & Steak,Kuwait,Ahmadi,,29.0968741,48.1370235,,,,0,,openstreetmap
خوان فالديز كافيه,Kuwait,Ahmadi,"103 Rd, Eqaila",29.168787,48.0993085,,https://www.juanvaldezcafe.com/,,0,,openstreetmap
Caribbean Hut,Kuwait,Ahmadi,,29.1339362,48.121472,+96560746200,https://www.caribbeanhutkuwait.com/,,0,,openstreetmap
Wok 'n' roll,Kuwait,Ahmadi,,29.1377748,48.1307733,,,,0,,openstreetmap
Nino,Kuwait,Ahmadi,,29.1381384,48.1307763,,,,0,,openstreetmap
Five Guys,Kuwait,Ahmadi,,29.1381997,48.1304369,,,,0,,openstreetmap
Baskin Robins,Kuwait,Ahmadi,,29.0826447,48.1361441,,,,0,,openstreetmap
Or Noyau,Kuwait,Ahmadi,,29.1009607,48.1372419,,,,0,,openstreetmap
Doner 278,Kuwait,Ahmadi,,28.6631151,48.3651228,,,,0,,openstreetmap
Indian Restaurant,Kuwait,Ahmadi,,28.6631322,48.3650258,,,,0,,openstreetmap
Thaif Sealand,Kuwait,Ahmadi,,28.6631066,48.3652946,,,,0,,openstreetmap
Ghadeer Al-Bostan,Kuwait,Ahmadi,,29.0760727,48.0857072,,,,0,,openstreetmap
Oriental Restaurant,Kuwait,Ahmadi,,28.9836146,48.13165,,,,0,,openstreetmap
مطعم الخاروف,Kuwait,Ahmadi,,29.1535582,48.1157666,,,,0,,openstreetmap
Raising Cane’s Chicken Fingers,Kuwait,Ahmadi,,29.0927712,48.0733656,,,,0,,openstreetmap
بر,Kuwait,Ahmadi,,29.1048196,47.9051113,,,,0,,openstreetmap
Fil-Fil Restuarent,Kuwait,Ahmadi,شارع 28,29.1016382,48.1352094,55788006,,,0,,openstreetmap
روستو,Kuwait,Ahmadi,,28.8023787,48.0633945,95553718,,,0,,openstreetmap
Pizza Hut Express,Kuwait,Ahmadi,,28.801831,48.0631048,1815050,,,0,,openstreetmap
Pinoy's Best Restaurant,Kuwait,Ahmadi,شارع 28,29.1016992,48.1361723,+96597681149,,,0,,openstreetmap
ديوانية محسن الخطاف,Kuwait,Ahmadi,,29.1734989,48.0733374,,,,0,,openstreetmap
مطعم الدارفور,Kuwait,Ahmadi,,29.1416349,48.1147221,,,,0,,openstreetmap
Costa,Kuwait,Ahmadi,,29.1495695,48.1271127,,,,0,,openstreetmap
خوخ ومشمش,Kuwait,Ahmadi,,28.894497,48.2365337,,,,0,,openstreetmap
Wafretto,Kuwait,Ahmadi,,28.5605997,48.1845239,,,,0,,openstreetmap
GIA Coffee,Kuwait,Ahmadi,,28.7968769,48.2699705,,,,0,,openstreetmap
HBD Burger,Kuwait,Ahmadi,,28.7968654,48.269879,,,,0,,openstreetmap
PizzaExpress,Kuwait,Ahmadi,,29.0926971,48.0734042,,,,0,,openstreetmap
Gia,Kuwait,Ahmadi,,28.5606725,48.1845267,,,,0,,openstreetmap
Zaatar w zeit,Kuwait,Ahmadi,,28.6794487,48.3716159,,,,0,,openstreetmap
Kurodo,Kuwait,Ahmadi,,28.6790781,48.3717371,,,,0,,openstreetmap
Iraqi Manqala Restaurant,Kuwait,Ahmadi,,28.6793744,48.3716423,,,,0,,openstreetmap
Spice Bay,Kuwait,Ahmadi,,28.6792339,48.3716892,98766807,,,0,,openstreetmap
DipnDip,Kuwait,Ahmadi,,28.6791527,48.371713,,,,0,,openstreetmap
قودا فاري,Kuwait,Ahmadi,شارع 236,29.1506264,48.1197123,+96569398989+96556666189,,,0,,openstreetmap
Voyage Cafe & Bar,Kuwait,Ahmadi,,29.1560054,48.1242524,,,,0,,openstreetmap
IHOP,Kuwait,Ahmadi,,29.1397801,48.1304583,,,,0,,openstreetmap
مطعم فريج حمود,Kuwait,Ahmadi,,28.5638966,48.404784,+96569612005,,,0,,openstreetmap
شيخ الفطاير,Kuwait,Ahmadi,شارع 25,29.096846,48.136292,,,,0,,openstreetmap
Freej Hamood Restaurant,Kuwait,Ahmadi,,28.55173,48.1794448,,,,0,,openstreetmap
Melenzane,Kuwait,Ahmadi,,29.0790086,48.1395873,,,,0,,openstreetmap
% Arabica,Kuwait,Ahmadi,,29.0782081,48.1392427,,,,0,,openstreetmap
"Pick, M'EAT",Kuwait,Ahmadi,,29.0779303,48.139531,,,,0,,openstreetmap
Kateh,Kuwait,Ahmadi,,29.0787766,48.1399119,,,,0,,openstreetmap
Shake Shack,Kuwait,Ahmadi,,29.0928646,48.0732771,,,,0,,openstreetmap
تيم هورتونز,Kuwait,Ahmadi,,29.0789708,48.0816175,,,,0,,openstreetmap
Barkaas Restaurant,Kuwait,Ahmadi,,29.0802514,48.0836848,+96598938299,,,0,,openstreetmap
Cro Bakery & Cafe,Kuwait,Ahmadi,,29.1564048,48.124242,,,,0,,openstreetmap
Dawg & Co,Kuwait,Ahmadi,,29.1564252,48.124319,,,,0,,openstreetmap
KINE,Kuwait,Ahmadi,,29.149121,48.1272962,,,,0,,openstreetmap
Dhahia Juice,Kuwait,Ahmadi,,29.1494783,48.1271487,,,,0,,openstreetmap
Mug Coffee & Roastery,Kuwait,Ahmadi,,29.1493753,48.1271768,,,,0,,openstreetmap
Wimpy,Kuwait,Ahmadi,,29.1540869,48.1250271,,,,0,,openstreetmap
300F Smokehouse,Kuwait,Ahmadi,,29.1541859,48.1255714,,,,0,,openstreetmap
Caporia,Kuwait,Ahmadi,,29.0780547,48.0819713,,,,0,,openstreetmap
Thoufeeq Restaurant,Kuwait,Ahmadi,,29.1684031,48.1185704,,,,0,,openstreetmap
Falafel,Kuwait,Ahmadi,,29.1686926,48.1191014,,,,0,,openstreetmap
Jouda Al Khair Restaurant,Kuwait,Ahmadi,,29.1693489,48.1181035,,,,0,,openstreetmap
Areej Al Bahrain,Kuwait,Ahmadi,,29.1680429,48.1176317,,,,0,,openstreetmap
Bora Bora Juice,Kuwait,Ahmadi,,29.1709211,48.1148086,,,,0,,openstreetmap
Shawarma Factory,Kuwait,Ahmadi,,29.1706513,48.1161074,,,,0,,openstreetmap
Duo Burger,Kuwait,Ahmadi,,29.1554456,48.1237426,,,,0,,openstreetmap
Shako Mako Juice,Kuwait,Ahmadi,,29.1571428,48.1229941,,,,0,,openstreetmap
Life,Kuwait,Ahmadi,,29.1552027,48.1238318,,,,0,,openstreetmap
Kabsa House,Kuwait,Ahmadi,,29.1535708,48.1244642,,,,0,,openstreetmap
Fish Market Restaurant,Kuwait,Ahmadi,,29.1364336,48.1323839,,,,0,,openstreetmap
The Lily Breakfast & Cafe,Kuwait,Ahmadi,,29.1524308,48.1249711,,,,0,,openstreetmap
Iranian Cuisine,Kuwait,Ahmadi,,29.1542088,48.1241753,,,,0,,openstreetmap
Rockhouse Sliders,Kuwait,Ahmadi,,29.1491849,48.1260479,,,,0,,openstreetmap
Johnny Rockets,Kuwait,Ahmadi,,29.1490798,48.1260867,,,,0,,openstreetmap
Chowking,Kuwait,Ahmadi,,29.1498598,48.1258031,,,,0,,openstreetmap
Savor,Kuwait,Ahmadi,,29.1364016,48.1320428,,,,0,,openstreetmap
Gathering Bistro,Kuwait,Ahmadi,,29.1363691,48.1317646,,,,0,,openstreetmap
Overjar,Kuwait,Ahmadi,,29.1364112,48.1321109,,,,0,,openstreetmap
Toby's Estate,Kuwait,Ahmadi,,29.1363031,48.1309608,,,,0,,openstreetmap
Piccola Milano,Kuwait,Ahmadi,,29.1363662,48.1316768,,,,0,,openstreetmap
Agnii,Kuwait,Ahmadi,,29.1363399,48.1312736,,,,0,,openstreetmap
Clock Restaurant,Kuwait,Ahmadi,,29.1375233,48.1290332,,,,0,,openstreetmap
Dragon Fruit Juice,Kuwait,Ahmadi,,29.1415317,48.1291015,,,,0,,openstreetmap
Pinki,Kuwait,Ahmadi,,29.144341,48.1284383,,,,0,,openstreetmap
Little Caesars,Kuwait,Ahmadi,,29.1433779,48.1292888,,,,0,,openstreetmap
Kalha,Kuwait,Ahmadi,,29.1435182,48.1292653,,,,0,,openstreetmap
Lucky Bun,Kuwait,Ahmadi,,29.154093,48.1250948,,,,0,,openstreetmap
Mates,Kuwait,Ahmadi,,29.1583997,48.1214862,,,,0,,openstreetmap
"Sunshine Breakfast, Burgers, Coffee",Kuwait,Ahmadi,,29.1590513,48.1180738,,,,0,,openstreetmap
Simply Juice,Kuwait,Ahmadi,,29.1780335,48.1181638,,,,0,,openstreetmap
Sabaidee Thai Restaurant,Kuwait,Ahmadi,,29.1477752,48.1251725,,,,0,,openstreetmap
Oliver,Kuwait,Ahmadi,,29.0798401,48.0816625,,,,0,,openstreetmap
Coffee Prince,Kuwait,Ahmadi,,29.1458127,48.123283,,,,0,,openstreetmap
Al Manara,Kuwait,Ahmadi,,29.1492251,48.1272416,,,,0,,openstreetmap
Royal Toast,Kuwait,Ahmadi,,29.0796226,48.0816412,,,,0,,openstreetmap
Khokh & Meshmesh,Kuwait,Ahmadi,,29.1709819,48.1200062,,,,0,,openstreetmap
ZERO CARB,Kuwait,Ahmadi,شارع 20,29.145915,48.1235994,51223512,https://zerocarb-kw.com,,0,,openstreetmap
Fruit & More,Kuwait,Ahmadi,,29.1687604,48.1191101,,,,0,,openstreetmap
Barid Yesarsah,Kuwait,Ahmadi,,29.0804941,48.0816488,,,,0,,openstreetmap
Tabel,Kuwait,Ahmadi,,29.0847671,48.0800342,,,,0,,openstreetmap
The Oasis,Kuwait,Ahmadi,,28.8735698,48.1683194,,,,0,,openstreetmap
KFC,Kuwait,Ahmadi,,29.0992241,48.1341783,,,,0,,openstreetmap
Hip Hop Food Shop,Kuwait,Ahmadi,,29.100306,48.1340449,,,,0,,openstreetmap
Coffee and Bean,Kuwait,Ahmadi,,29.1009221,48.1371604,,,,0,,openstreetmap
CRE Mall Food Court,Kuwait,Ahmadi,,29.139987,48.1303267,,,,0,,openstreetmap
Memlaka Restaurant,Kuwait,Ahmadi,,29.1603832,48.1149599,,,,0,,openstreetmap
Farah,Kuwait,Ahmadi,,29.1600362,48.1156259,,,,0,,openstreetmap
Light Restaurants Complex,Kuwait,Ahmadi,,29.1379779,48.1306623,,,,0,,openstreetmap
Papa John's,Kuwait,Ahmadi,,29.1801725,48.119696,,,,0,,openstreetmap
Ahmadi Park Food Court,Kuwait,Ahmadi,,29.0928089,48.0732675,,,,0,,openstreetmap
Kalavara Restaurant,Kuwait,Ahmadi,شارع 28,29.1018338,48.1353307,+96550200284,,,0,,openstreetmap
Dar Shaikha,Kuwait,Ahmadi,,28.5646289,48.0182332,,,,0,,openstreetmap
Wafra Seef Food Court,Kuwait,Ahmadi,,29.156317,48.1246579,,,,0,,openstreetmap
Villaggio Al Wafra,Kuwait,Ahmadi,,28.5520014,48.1796662,,,,0,,openstreetmap
Zone 6 Dfac,Kuwait,Ahmadi,,28.8830442,48.1785973,,,,0,,openstreetmap
ماكدونالدز,Kuwait,Fahaheel,,29.0810167,48.1398307,,,,0,,openstreetmap
كاريبو كوفي,Kuwait,Fahaheel,,29.0801475,48.1418636,,,,0,,openstreetmap
Coffee Republic,Kuwait,Fahaheel,,29.0813585,48.1425731,,,,0,,openstreetmap
دانكن دونتس,Kuwait,Fahaheel,,29.0803466,48.1423343,,,,0,,openstreetmap
Mugg & Bean,Kuwait,Fahaheel,,29.0802,48.1420248,,,,0,,openstreetmap
Tche Tche,Kuwait,Fahaheel,,29.0812315,48.1423972,,,,0,,openstreetmap
Burger King,Kuwait,Fahaheel,,29.0779824,48.1352045,,,,0,,openstreetmap
Jollibee,Kuwait,Fahaheel,,29.0814921,48.1398598,,,,0,,openstreetmap
Mughal Mahal,Kuwait,Fahaheel,,29.0808357,48.1379567,,,,0,,openstreetmap
Udupi Restaurant,Kuwait,Fahaheel,,29.0769806,48.1328477,,,,0,,openstreetmap
Al-Safi Restaurant,Kuwait,Fahaheel,,29.0808769,48.1339705,,,,0,,openstreetmap
Pizza Hut,Kuwait,Fahaheel,,29.0827497,48.1397426,,,,0,,openstreetmap
Chennai Rathna Cafe,Kuwait,Fahaheel,,29.0794069,48.1340779,,,,0,,openstreetmap
Tanureen Restaurant,Kuwait,Fahaheel,,29.0829419,48.1390801,,,,0,,openstreetmap
Mea - Mea,Kuwait,Fahaheel,,29.08658,48.1316858,,,,0,,openstreetmap
شومين,Kuwait,Fahaheel,,29.0824225,48.1359799,,,,0,,openstreetmap
دندرمة للمأكولات الخغيفة,Kuwait,Fahaheel,,29.0820662,48.1363742,,,,0,,openstreetmap
Hardee's,Kuwait,Fahaheel,,29.0781126,48.1354678,,,,0,,openstreetmap
دجاج كنتاكي,Kuwait,Fahaheel,,29.0780726,48.1354351,,,,0,,openstreetmap
Restaurant Fahra Classical,Kuwait,Fahaheel,,29.0809368,48.1235086,,,,0,,openstreetmap
Torino,Kuwait,Fahaheel,,29.0818675,48.1232546,,,,0,,openstreetmap
Naif Chicken,Kuwait,Fahaheel,,29.0837864,48.1334082,,,,0,,openstreetmap
Star Juice,Kuwait,Fahaheel,,29.0845121,48.1329751,,,,0,,openstreetmap
Police Steak,Kuwait,Fahaheel,,29.0875601,48.1311603,,,,0,,openstreetmap
Paul,Kuwait,Fahaheel,,29.081074,48.1420633,,,,0,,openstreetmap
Baskin Robins,Kuwait,Fahaheel,,29.0826447,48.1361441,,,,0,,openstreetmap
Melenzane,Kuwait,Fahaheel,,29.0790086,48.1395873,,,,0,,openstreetmap
% Arabica,Kuwait,Fahaheel,,29.0782081,48.1392427,,,,0,,openstreetmap
"Pick, M'EAT",Kuwait,Fahaheel,,29.0779303,48.139531,,,,0,,openstreetmap
ستاربكس,Kuwait,Fahaheel,,29.078105,48.1397858,,,,0,,openstreetmap
Kateh,Kuwait,Fahaheel,,29.0787766,48.1399119,,,,0,,openstreetmap
P.F. Chang's,Kuwait,Fahaheel,,29.0788176,48.1399146,,,,0,,openstreetmap
شرمبي,Kuwait,Farwaniya,,29.3116383,47.9525162,,,,0,,openstreetmap
ماكدونالدز,Kuwait,Farwaniya,,29.3155721,47.9589213,,,,0,,openstreetmap
Chow King,Kuwait,Farwaniya,,29.3087773,47.9194768,,,,0,,openstreetmap
Doner Kebab,Kuwait,Farwaniya,,29.2975619,47.91017,,http://www.donerkebab.ae/,,0,,openstreetmap
rigae,Kuwait,Farwaniya,شارع المدارس,29.2997585,47.9071695,,,,0,,openstreetmap
juice,Kuwait,Farwaniya,,29.2997003,47.9066924,,,,0,,openstreetmap
Kurdo Restaurant,Kuwait,Farwaniya,,29.2979041,47.9144605,,,,0,,openstreetmap
زوارة - Zwara,Kuwait,Farwaniya,شارع مطلق عباس المناور,29.303613,47.9385287,+96566102347,https://www.zwara.com.kw/,,0,,openstreetmap
دين أند ديلوكا,Kuwait,Farwaniya,الأڤنيوز - سكند أڤنيو,29.3024322,47.9359104,,https://www.deandelucame.com/,,0,,openstreetmap
Starbucks,Kuwait,Farwaniya,,29.2952322,47.9662521,,,,0,,openstreetmap
Papa John's,Kuwait,Farwaniya,,29.2826825,47.9690978,,,,0,,openstreetmap
بيتزا هت,Kuwait,Farwaniya,,29.2838734,47.8732522,,,,0,,openstreetmap
برقر كنق,Kuwait,Farwaniya,,29.2839797,47.8732309,,,,0,,openstreetmap
Khaled Al-Dwaihi Restaurant,Kuwait,Farwaniya,,29.2781944,47.9584404,,,,0,,openstreetmap
KFC,Kuwait,Farwaniya,,29.2763003,47.9593983,,,,0,,openstreetmap
Maharani Restaurant,Kuwait,Farwaniya,,29.2807295,47.9610969,,,,0,,openstreetmap
Winner's Restaurant,Kuwait,Farwaniya,,29.2793693,47.961937,,,,0,,openstreetmap
Pizza Hut,Kuwait,Farwaniya,,29.2789018,47.9622146,,,,0,,openstreetmap
Hardee's,Kuwait,Farwaniya,,29.2780764,47.9624005,,,,0,,openstreetmap
Dawat Restaurant,Kuwait,Farwaniya,,29.2780027,47.9624464,,,,0,,openstreetmap
Al Haitham Royal,Kuwait,Farwaniya,,29.2759287,47.9634964,,,,0,,openstreetmap
Jollibee,Kuwait,Farwaniya,,29.2758845,47.9635085,,,,0,,openstreetmap
Tikka,Kuwait,Farwaniya,,29.2746421,47.9641192,,,,0,,openstreetmap
Burger King,Kuwait,Farwaniya,,29.2728797,47.9655121,,,,0,,openstreetmap
Aljalbout Restaurant,Kuwait,Farwaniya,,29.2726796,47.9662653,,,,0,,openstreetmap
Thakkara Restaurant,Kuwait,Farwaniya,,29.2803499,47.9582561,,,,0,,openstreetmap
Sakra Cafe,Kuwait,Farwaniya,,29.2722186,47.9659953,,,,0,,openstreetmap
Domino's Pizza,Kuwait,Farwaniya,,29.2719243,47.967277,,,,0,,openstreetmap
Fish & Shrimp,Kuwait,Farwaniya,,29.2952171,47.9735361,,,,0,,openstreetmap
Kinara Restaurant,Kuwait,Farwaniya,,29.2952033,47.9733463,,,,0,,openstreetmap
Kings Coffee,Kuwait,Farwaniya,,29.2925745,47.9743728,,,,0,,openstreetmap
Meal and More,Kuwait,Farwaniya,,29.2972479,47.9723454,,,,0,,openstreetmap
Al-Dwaihi Restaurant,Kuwait,Farwaniya,,29.2975403,47.9763882,,,,0,,openstreetmap
كنافة نور الأقصى,Kuwait,Farwaniya,,29.2781896,47.9627708,,,,0,,openstreetmap
عصير الضاحية,Kuwait,Farwaniya,الأڤنيوز - السوق,29.303463,47.9389863,+9651887878,https://dhahiajuice.com/,,0,,openstreetmap
مطعم فيلا فيروز في مول,Kuwait,Farwaniya,,29.3019979,47.9315312,,,,0,,openstreetmap
مطعم نبع العصير,Kuwait,Farwaniya,,29.2971729,47.9701723,,,,0,,openstreetmap
مطعم ومقهى ميدنايت ستار,Kuwait,Farwaniya,Street 28,29.2734466,47.9647912,,,,0,,openstreetmap
مطعم الحاتي,Kuwait,Farwaniya,شارع 103,29.2681562,47.9639363,,,,0,,openstreetmap
مطعم السويس,Kuwait,Farwaniya,,29.2915097,47.9694129,,,,0,,openstreetmap
مطعم كشري ابو طارق,Kuwait,Farwaniya,,29.2874182,47.9698412,,,,0,,openstreetmap
مطعم البتيل الكويتي,Kuwait,Farwaniya,,29.288086,47.9687184,,,,0,,openstreetmap
مطعم مكرونه ابو طارق,Kuwait,Farwaniya,,29.2758781,47.9567975,,,,0,,openstreetmap
Gad Restaurant,Kuwait,Farwaniya,,29.2769383,47.9633417,+96522644041,https://gadkuwait.com/dev/en,,0,,openstreetmap
كريزي تشكن,Kuwait,Farwaniya,,29.2940236,47.9089049,1817774,,,0,,openstreetmap
البطريق,Kuwait,Farwaniya,,29.2940258,47.9090945,,,,0,,openstreetmap
بابلو برقر,Kuwait,Farwaniya,,29.2940297,47.9093458,,,,0,,openstreetmap
بي تانتوني,Kuwait,Farwaniya,,29.2940213,47.9088427,,,,0,,openstreetmap
