name,country,city,address,latitude,longitude,phone,website,rating,reviews_count,price_range,source
Popeyes,UAE,Abu Dhabi,,24.4587025,54.3810767,,,,0,,openstreetmap
Chawarmino Restaurant,UAE,Abu Dhabi,,24.4467368,54.4021821,,,,0,,openstreetmap
Sea Shell Restaurant,UAE,Abu Dhabi,,24.4479821,54.4008168,,,,0,,openstreetmap
Noodle House,UAE,Abu Dhabi,,24.4088185,54.4908085,,,,0,,openstreetmap
Relax @ 12,UAE,Abu Dhabi,,24.4199301,54.4389202,,,,0,,openstreetmap
Nagham Cafe,UAE,Abu Dhabi,,24.432061,54.4375431,,,,0,,openstreetmap
Rangoli,UAE,Abu Dhabi,Yas Plaza,24.4665886,54.5993028,,,,0,,openstreetmap
Blue Grill,UAE,Abu Dhabi,Yas Plaza,24.4663098,54.5991977,,,,0,,openstreetmap
Toki,UAE,Abu Dhabi,Corniche Road West,24.4628347,54.3253478,,,,0,,openstreetmap
Shakespeare & Company,UAE,Abu Dhabi,,24.4318697,54.4349943,,,,0,,openstreetmap
Tazza Cafe,UAE,Abu Dhabi,,24.4679377,54.3825442,,,,0,,openstreetmap
Dolmabahce Restaurant,UAE,Abu Dhabi,,24.4796636,54.3508927,026263311,http://www.dolmabahce.ae,,0,,openstreetmap
AL SAYYAD Restaurant & grill br.,UAE,Abu Dhabi,Al Dhafra 25 Street,24.43888,54.4150706,+97124444712,https://alsayyad-ad.com/,,0,,openstreetmap
Zyara,UAE,Abu Dhabi,,24.4940345,54.3615599,,,,0,,openstreetmap
ستاربكس,UAE,Abu Dhabi,,24.4740232,54.3472629,,,,0,,openstreetmap
Circle Café,UAE,Abu Dhabi,,24.4317152,54.5670475,,,,0,,openstreetmap
LARTE,UAE,Abu Dhabi,,24.5345155,54.4195372,,https://www.larte.ae/,,0,,openstreetmap
Cooper's Bar & Restaurant,UAE,Abu Dhabi,,24.4234933,54.4737721,,,,0,,openstreetmap
ماكدونالدز,UAE,Abu Dhabi,,24.4285296,54.4316867,,,,0,,openstreetmap
Jabal Al Noor,UAE,Abu Dhabi,,24.4221512,54.5652698,,,,0,,openstreetmap
Jones the Grocers,UAE,Abu Dhabi,,24.4639312,54.3872229,,,,0,,openstreetmap
Italianissimo,UAE,Abu Dhabi,,24.4957386,54.4067798,,,,0,,openstreetmap
Al Fawwar Restaurant,UAE,Abu Dhabi,,24.4644348,54.3802355,,,,0,,openstreetmap
Stills,UAE,Abu Dhabi,,24.4652893,54.5972735,,,,0,,openstreetmap
Sumo Sushi Bento,UAE,Abu Dhabi,,24.43382,54.6177504,,,,0,,openstreetmap
Caribou Coffee,UAE,Abu Dhabi,,24.432893,54.6170968,,,,0,,openstreetmap
BiancoRosso,UAE,Abu Dhabi,,24.4653823,54.3871578,+97126584244,,,0,,openstreetmap
Just Falafel,UAE,Abu Dhabi,,24.4564112,54.3770127,,,,0,,openstreetmap
Shabby Chic,UAE,Abu Dhabi,,24.4644319,54.3869285,,,,0,,openstreetmap
Slices,UAE,Abu Dhabi,,24.4636727,54.3874346,,,,0,,openstreetmap
Cone Zone,UAE,Abu Dhabi,,24.421675,54.5654227,,,,0,,openstreetmap
Rola,UAE,Abu Dhabi,,24.4215528,54.5654763,,,,0,,openstreetmap
HanKang,UAE,Abu Dhabi,Khalifa bin Shakhbout Street,24.4401172,54.3780181,+971504247720,,,0,,openstreetmap
Burger Hood,UAE,Abu Dhabi,,24.4314872,54.4354136,,,,0,,openstreetmap
Pizza Amore,UAE,Abu Dhabi,,24.372439,54.5384438,,,,0,,openstreetmap
19th Street Bar,UAE,Abu Dhabi,,24.4432965,54.3819169,,,,0,,openstreetmap
Y bar,UAE,Abu Dhabi,Yas Plaza,24.4664639,54.5992533,,,,0,,openstreetmap
Amerigos Mexican Bar & Restaurant,UAE,Abu Dhabi,,24.4679089,54.598011,,,,0,,openstreetmap
Sands Pool Bar,UAE,Abu Dhabi,,24.468348,54.5980638,,,,0,,openstreetmap
Aquarius Pool Bar,UAE,Abu Dhabi,,24.4663443,54.5995707,,,,0,,openstreetmap
Sundowner Pool Bar,UAE,Abu Dhabi,,24.4655701,54.5971447,,,,0,,openstreetmap
Mondo Pizzeria,UAE,Abu Dhabi,Al Saada,24.4432944,54.3839794,,,,0,,openstreetmap
TGI Fridays,UAE,Abu Dhabi,,24.4975991,54.3785474,,,,0,,openstreetmap
Rock Bottom Cafe,UAE,Abu Dhabi,Al Meena Street,24.5027111,54.3739429,+97126787700,,,0,,openstreetmap
Indigo,UAE,Abu Dhabi,,24.4952572,54.3843666,,,,0,,openstreetmap
Prego's,UAE,Abu Dhabi,,24.4953429,54.3844844,,,,0,,openstreetmap
Rodeo Grill,UAE,Abu Dhabi,,24.4951608,54.3842523,,,,0,,openstreetmap
Chhappan Bhog RESTAURANT,UAE,Abu Dhabi,,24.4915321,54.3748711,,,,0,,openstreetmap
Inner Mongolian Xiao Wei Yang Little Lamb Hot Pot Restaurant,UAE,Abu Dhabi,,24.4663743,54.3749683,,,,0,,openstreetmap
Maroosh,UAE,Abu Dhabi,,24.4007246,54.5763922,,,,0,,openstreetmap
Krispy Kreme,UAE,Abu Dhabi,,24.4006224,54.5764225,,,,0,,openstreetmap
Dukkan Falafel,UAE,Abu Dhabi,,24.4004364,54.5764512,,,,0,,openstreetmap
Baskin Robbins,UAE,Abu Dhabi,,24.4007767,54.5756365,,,,0,,openstreetmap
Tandoor Express,UAE,Abu Dhabi,,24.4008682,54.5763642,,,,0,,openstreetmap
لابولانجير,UAE,Abu Dhabi,,24.400806,54.5757572,,,,0,,openstreetmap
Sangeetha Vegetarian Restaurant,UAE,Abu Dhabi,,24.3437133,54.5310327,+97125533444,https://sangeethavegrestaurants.com/,,0,,openstreetmap
Nolu's Cafe,UAE,Abu Dhabi,,24.4505052,54.601288,+97125579500,http://www.noluscafe.com/,,0,,openstreetmap
Just Kabab,UAE,Abu Dhabi,,24.4008524,54.5760335,,,,0,,openstreetmap
1762,UAE,Abu Dhabi,,24.468625,54.3400953,,,,0,,openstreetmap
Lebanese Mill Restaurant,UAE,Abu Dhabi,Mohammed Bin Butti Al Hamed Street,24.4889879,54.3727971,,,,0,,openstreetmap
Tarbouche Restaurant,UAE,Abu Dhabi,,24.4890761,54.3561598,,,,0,,openstreetmap
Samurai Japanese,UAE,Abu Dhabi,Al Hawdaj Street,24.5020416,54.3733167,,,,0,,openstreetmap
Oasis Chinese,UAE,Abu Dhabi,Riddat At Tiwyan Street,24.5008109,54.3742569,,,,0,,openstreetmap
Tripoli Restaurant,UAE,Abu Dhabi,Al Wakrah Street,24.4999444,54.372882,,,,0,,openstreetmap
Squiz Cafe,UAE,Abu Dhabi,,24.5071444,54.3731276,,,,0,,openstreetmap
Sri Lankan Butterfly,UAE,Abu Dhabi,,24.3314642,54.533449,,,,0,,openstreetmap
Hausbrandt,UAE,Abu Dhabi,,24.5228294,54.4358323,,,,0,,openstreetmap
Russian Kitchen House Cafeteria,UAE,Abu Dhabi,,24.4966423,54.369022,,,,0,,openstreetmap
Mercato Cafeteria,UAE,Abu Dhabi,,24.4565295,54.3911286,,,,0,,openstreetmap
Costa,UAE,Abu Dhabi,,24.4522125,54.604876,,,,0,,openstreetmap
Andiamo! Italian Restaurant,UAE,Abu Dhabi,,24.4554809,54.61451,,,,0,,openstreetmap
Burger House,UAE,Abu Dhabi,,24.4518988,54.604911,,,,0,,openstreetmap
German Doner Kebab,UAE,Abu Dhabi,,24.4522138,54.6037657,,,,0,,openstreetmap
Lilies Restaurant and Coffee Shop,UAE,Abu Dhabi,,24.4520163,54.6044682,,,,0,,openstreetmap
Vasa Vasa Gelateria,UAE,Abu Dhabi,,24.4526371,54.6055127,,,,0,,openstreetmap
Kababs and Kurries,UAE,Abu Dhabi,,24.4519089,54.6045567,,,,0,,openstreetmap
Al Suwadeh,UAE,Abu Dhabi,,24.4519856,54.6048997,,,,0,,openstreetmap
Bricco Pizza & Pasta,UAE,Abu Dhabi,,24.4513055,54.6011549,,,,0,,openstreetmap
Julius Meinl Cafe,UAE,Abu Dhabi,,24.4510943,54.6009859,,,,0,,openstreetmap
Mugg & Bean,UAE,Abu Dhabi,,24.4434922,54.6090833,,,,0,,openstreetmap
Hippy Chic,UAE,Abu Dhabi,,24.443397,54.6087561,,,,0,,openstreetmap
Subway Sandwiches,UAE,Abu Dhabi,,24.4427121,54.6078873,,,,0,,openstreetmap
Soy Express,UAE,Abu Dhabi,,24.4426999,54.6078954,,,,0,,openstreetmap
Cafe Firenze,UAE,Abu Dhabi,,24.4567718,54.6154771,,,,0,,openstreetmap
Dolmabahce Turkish Cuisine,UAE,Abu Dhabi,,24.4560473,54.6149124,,,,0,,openstreetmap
McGettigan's Irish Pub,UAE,Abu Dhabi,,24.4385339,54.5729706,,,,0,,openstreetmap
Iris Sunset Lounge,UAE,Abu Dhabi,,24.4672638,54.609113,,,,0,,openstreetmap
Aquarium Seafood & Fish Market,UAE,Abu Dhabi,,24.4657611,54.6093155,,,,0,,openstreetmap
Cafe D'Alsace,UAE,Abu Dhabi,,24.4662029,54.6093642,,,,0,,openstreetmap
Rozanah Lebanese Restaurant,UAE,Abu Dhabi,,24.4663885,54.6094634,,,,0,,openstreetmap
Diablito Music and Food,UAE,Abu Dhabi,,24.4656146,54.6091358,,,,0,,openstreetmap
Cipriani Italian,UAE,Abu Dhabi,,24.4670282,54.609176,,,,0,,openstreetmap
Stars N' Bars,UAE,Abu Dhabi,,24.4659905,54.6094259,,,,0,,openstreetmap
Nando's,UAE,Abu Dhabi,,24.454804,54.6138688,,,,0,,openstreetmap
Al Farooj Arabic Food,UAE,Abu Dhabi,,24.4337406,54.437342,,,,0,,openstreetmap
Shatter Al Hassan Lebanese Grill,UAE,Abu Dhabi,,24.4784293,54.3698558,,,,0,,openstreetmap
Sama Al Bawadi Gulf Cuisine,UAE,Abu Dhabi,,24.4337555,54.4372317,,,,0,,openstreetmap
Southern Fried Chicken SFC,UAE,Abu Dhabi,,24.4333133,54.4400301,,,,0,,openstreetmap
Chili's,UAE,Abu Dhabi,,24.4856715,54.6089447,,,,0,,openstreetmap
Dish Dash,UAE,Abu Dhabi,,24.4854139,54.6088938,,,,0,,openstreetmap
Galito's Grilled Chicken,UAE,Abu Dhabi,,24.4857606,54.6088481,,,,0,,openstreetmap
Lemongrass Thai Restaurant,UAE,Abu Dhabi,,24.4859156,54.608647,,,,0,,openstreetmap
BurgerFuel,UAE,Abu Dhabi,Yas Leisure Drive,24.4859986,54.6084512,+971025651207,https://www1.burgerfuel.com/nz/worldwide/stores,,0,,openstreetmap
Cafe Bateel,UAE,Abu Dhabi,,24.4860694,54.6082741,,,,0,,openstreetmap
Texas Roadhouse,UAE,Abu Dhabi,,24.4861327,54.6080985,,,,0,,openstreetmap
Gloria Jean's,UAE,Abu Dhabi,,24.4860645,54.6076921,,,,0,,openstreetmap
O' My Buns,UAE,Abu Dhabi,,24.4860143,54.6076661,,,,0,,openstreetmap
Gusto Italian,UAE,Abu Dhabi,,24.4858302,54.607499,,,,0,,openstreetmap
Berry Bang,UAE,Abu Dhabi,,24.4859546,54.6077538,,,,0,,openstreetmap
Maraheb,UAE,Abu Dhabi,Khalifa Bin Zayed The First Street,24.4907161,54.3588984,+97126213138,,,0,,openstreetmap
Sushi Counter,UAE,Abu Dhabi,,24.4508644,54.6012166,,,,0,,openstreetmap
مطعم سنجيتا,UAE,Abu Dhabi,Sheikh Zayed Bin Sultan Street,24.4936223,54.3761091,+97126763519,https://sangeethavegrestaurants.com/,,0,,openstreetmap
Taste of Korea,UAE,Abu Dhabi,,24.4903176,54.3578328,+97126521013,http://eclipsesuites.com/taste-of-korea/,,0,,openstreetmap
Hankook Korean Restaurant,UAE,Abu Dhabi,Hazaa Bin Zayed The First Street,24.4736361,54.3771201,+97126423399,,,0,,openstreetmap
Manna Land,UAE,Abu Dhabi,Commercial Road,24.4646169,54.386766,+97124466860,,,0,,openstreetmap
Al Maskoof Al Iraqi,UAE,Abu Dhabi,Sheikh Rashid Bin Saeed Al Maktoum Street,24.4576384,54.383309,+97124433387,,,0,,openstreetmap
whEAT,UAE,Abu Dhabi,Saeed Bin Ahmed Al Otaiba Street,24.4963362,54.3652609,+97126950450,http://www.wheatabudhabi.com/,,0,,openstreetmap
Library Café,UAE,Abu Dhabi,,24.5242977,54.4341957,,,,0,,openstreetmap
Al Sultan Bakeries and Markets,UAE,Abu Dhabi,,24.4826743,54.3645604,,,,0,,openstreetmap
The Cheesecake Factory,UAE,Abu Dhabi,Yas Mall,24.4894734,54.6092168,,,,0,,openstreetmap
Mono Restaurant,UAE,Abu Dhabi,,24.4778215,54.3806011,,,,0,,openstreetmap
Burger Bureau,UAE,Abu Dhabi,,24.4915998,54.3935371,,,,0,,openstreetmap
Doner & Gyro,UAE,Abu Dhabi,,24.4912465,54.3941257,,,,0,,openstreetmap
Bshawarma,UAE,Abu Dhabi,,24.4904964,54.3950171,,,,0,,openstreetmap
800 Pizza,UAE,Abu Dhabi,Paragon Mall,24.4913375,54.3937522,,,,0,,openstreetmap
First Clique,UAE,Abu Dhabi,"Paragon Mall, Reem Island",24.4914748,54.3936232,,,,0,,openstreetmap
Wakataua Terrace & Lounge,UAE,Abu Dhabi,,24.4992398,54.3819722,,http://www.lemeridienabudhabi.com/en/wakataua-terrace,,0,,openstreetmap
Captains Arms,UAE,Abu Dhabi,,24.498511,54.3815457,+97126446666,http://www.captainsarms-abudhabi.com/,,0,,openstreetmap
Havana Club,UAE,Abu Dhabi,,24.4619186,54.3167157,+97126907999,https://www.kempinski.com/en/abudhabi/emirates-palace/dining/lounges-and-bars/Havana-Club/,,0,,openstreetmap
Sax,UAE,Abu Dhabi,,24.4960467,54.3657552,+97126742020,http://www.leroyalmeridienabudhabi.com/en/sax-club-lounge,,0,,openstreetmap
PJ O'Reilly's,UAE,Abu Dhabi,,24.496834,54.3658317,+971800101101,https://www.pjspubabudhabi.com/,,0,,openstreetmap
Mardi Gras,UAE,Abu Dhabi,,24.5028503,54.3739788,,https://www.aldiarhotels.com/aldiarcapitalhotel/dining/,,0,,openstreetmap
Left Bank,UAE,Abu Dhabi,,24.4092768,54.4906571,+97125581680,,,0,,openstreetmap
Harvesters Pub,UAE,Abu Dhabi,,24.4890012,54.3681767,,https://www.ihg.com/holidayinn/hotels/us/en/abu-dhabi/auhhi/hoteldetail/dining,,0,,openstreetmap
Rabbit Hutch,UAE,Abu Dhabi,,24.4831923,54.3506502,,,,0,,openstreetmap
Olive Branch,UAE,Abu Dhabi,,24.3303381,54.6232633,+197126595436,,,0,,openstreetmap
Burlington Grill,UAE,Abu Dhabi,,24.330343,54.6233491,,,,0,,openstreetmap
Hunter B&R,UAE,Abu Dhabi,,24.3304188,54.6231453,,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Rimal,UAE,Abu Dhabi,,24.3304946,54.6230688,+97126596666,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Oasis Courtyard,UAE,Abu Dhabi,,24.3310537,54.623522,+97126596666,https://www.mafraq-hotel.com/dining-en.html,,0,,openstreetmap
Cheers,UAE,Abu Dhabi,,24.4971144,54.3650218,,,,0,,openstreetmap
Kuya Juan,UAE,Abu Dhabi,,24.4969525,54.3649791,,,,0,,openstreetmap
Taste of Asia,UAE,Abu Dhabi,,24.4970013,54.3650327,,,,0,,openstreetmap
Chinoy Haven,UAE,Abu Dhabi,,24.4969622,54.3650434,,,,0,,openstreetmap
Hub33,UAE,Abu Dhabi,,24.4969452,54.365081,,,,0,,openstreetmap
Cafe de Al Ain,UAE,Abu Dhabi,,24.4969671,54.3649201,,,,0,,openstreetmap
Ally Pally,UAE,Abu Dhabi,,24.496933,54.3650005,,,,0,,openstreetmap
Tambayan,UAE,Abu Dhabi,,24.4969183,54.3649549,,,,0,,openstreetmap
Bait El Khetyar,UAE,Abu Dhabi,,24.4881626,54.3711958,026333200,,,0,,openstreetmap
Bikers Cafe,UAE,Abu Dhabi,,24.435318,54.4562832,,,,0,,openstreetmap
Zaytinya,UAE,Abu Dhabi,,24.4349868,54.4559288,,,,0,,openstreetmap
Camacho Restaurant,UAE,Abu Dhabi,,24.4353413,54.4562147,,,,0,,openstreetmap
Papa Murphy's Pizza,UAE,Abu Dhabi,,24.435515,54.4555103,,,,0,,openstreetmap
Marketplace,UAE,Abu Dhabi,,24.5245118,54.4339995,,,,0,,openstreetmap
Madang,UAE,Abu Dhabi,,24.4112658,54.6443321,+97125758185,https://www.facebook.com/madanguae/info/?tab=page_info,,0,,openstreetmap
Hickory's,UAE,Abu Dhabi,,24.478229,54.5997177,,https://yaslinks.com/Leisure/Hickory_s.aspx,,0,,openstreetmap
Burro Blanco,UAE,Abu Dhabi,,24.4321069,54.6187106,+97125555365,https://burroblanco.ae/,,0,,openstreetmap
"Hwy 55 Burgers, Shakes, & Fries",UAE,Abu Dhabi,Rabbadat Lufouq Street,24.4649285,54.3871705,+971026411161,https://www.hwy55.com/locations/abu-dhabi,,0,,openstreetmap
ADNH CATERING,UAE,Abu Dhabi,,24.4329056,54.6176076,,,,0,,openstreetmap
Melius,UAE,Abu Dhabi,,24.4271498,54.6185342,,http://www.melius.ae,,0,,openstreetmap
Il Caffe di Roma,UAE,Abu Dhabi,,24.4343927,54.6170411,,http://www.ilcafediroma.com,,0,,openstreetmap
Jim's Kitchen Table,UAE,Abu Dhabi,,24.434219,54.6172746,,http://www.jims.kitchen,,0,,openstreetmap
السمبريرو,UAE,Abu Dhabi,شارع الشيخ زايد بن سلطان,24.5003039,54.3689568,+971026773333,https://elsombreroabudhabi.com/,,0,,openstreetmap
The Foundry,UAE,Abu Dhabi,Southern Sun Abu Dhabi,24.5005297,54.3713359,+971028184888,https://www.southernsun.com/southern-sun-abu-dhabi/dining/the-foundry?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=restaurant_the-foundry,,0,,openstreetmap
Hytes Bar,UAE,Abu Dhabi,Southern Sun Abu Dhabi,24.5003844,54.3712822,+971028184888,https://www.southernsun.com/southern-sun-abu-dhabi/dining/hytes-bar?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=restaurant_hytes-bar,,0,,openstreetmap
Latest Recipie,UAE,Abu Dhabi,,24.4989874,54.381409,,,,0,,openstreetmap
Akropolis,UAE,Abu Dhabi,,24.4988531,54.3818557,,,,0,,openstreetmap
Phoenician,UAE,Abu Dhabi,,24.4985451,54.3816987,,,,0,,openstreetmap
Pappagallo,UAE,Abu Dhabi,,24.4984734,54.3813931,,,,0,,openstreetmap
مقهى الشلال,UAE,Abu Dhabi,,24.3184788,54.5356949,,http://laplayacafes.blogspot.com,,0,,openstreetmap
Reef Al Falah Mandi Restaurant,UAE,Abu Dhabi,Al Reef Downtown,24.4572592,54.6740301,+971025566030,https://www.zomato.com/abudhabi/rawdat-al-reef-mandi-restaurant-al-reef,,0,,openstreetmap
Jamba Juice,UAE,Abu Dhabi,Yas Leisure Drive,24.4873305,54.6086813,,,,0,,openstreetmap
Shake Shack,UAE,Abu Dhabi,Yas Leisure Drive,24.489707,54.6083495,,,,0,,openstreetmap
Hawksbill Restaurant,UAE,Abu Dhabi,,24.5427638,54.4389729,,http://www.sbgolfclub.ae/dining-home/hawksbill-restaurant.html,,0,,openstreetmap
Sportsman's Arms,UAE,Abu Dhabi,,24.4136907,54.4587331,,,,0,,openstreetmap
All Stir Fry,UAE,Abu Dhabi,Yas Leisure Drive,24.4899112,54.6086733,,https://www.zomato.com/abudhabi/all-stir-fry-yas-island,,0,,openstreetmap
Rouge,UAE,Abu Dhabi,,24.4212521,54.4566257,,,,0,,openstreetmap
Oro,UAE,Abu Dhabi,,24.4211593,54.4567089,,,,0,,openstreetmap
Noche,UAE,Abu Dhabi,,24.4210494,54.4568108,,,,0,,openstreetmap
IKEA Restaurant,UAE,Abu Dhabi,Yas Leisure Drive,24.4899765,54.6137182,,,,0,,openstreetmap
Wildfire New York,UAE,Abu Dhabi,,24.5017433,54.3883178,,,,0,,openstreetmap
Hummingbird Restaurant,UAE,Abu Dhabi,,24.419374,54.4531951,,,,0,,openstreetmap
Deli Marche,UAE,Abu Dhabi,,24.4185167,54.452864,,,,0,,openstreetmap
Costa Coffee,UAE,Abu Dhabi,,24.4238549,54.452282,,,,0,,openstreetmap
Giraffe,UAE,Abu Dhabi,Yas Island,24.4886454,54.6090432,+971025650711,https://www.giraffe.net/locations/yas-mall,,0,,openstreetmap
Crepe Khalifa Cafeteria,UAE,Abu Dhabi,,24.4229827,54.4515423,,,,0,,openstreetmap
Lucky Strike Cafeteria,UAE,Abu Dhabi,,24.4148781,54.4610384,,,,0,,openstreetmap
Summer Breeze Cafeteria,UAE,Abu Dhabi,,24.4147059,54.4609525,,,,0,,openstreetmap
Noodle Bowl Restaurant,UAE,Abu Dhabi,,24.4147523,54.4610625,,,,0,,openstreetmap
Which Wich?,UAE,Abu Dhabi,,24.4900276,54.6087373,+971025650330,,,0,,openstreetmap
Cafeteria,UAE,Abu Dhabi,,24.4190316,54.4528039,,,,0,,openstreetmap
18 Degrees,UAE,Abu Dhabi,,24.4184534,54.4344609,,,,0,,openstreetmap
Profiterole,UAE,Abu Dhabi,,24.418595,54.4346406,,,,0,,openstreetmap
Talay,UAE,Abu Dhabi,,24.4990932,54.3820751,,,,0,,openstreetmap
Papparotti Café,UAE,Abu Dhabi,,24.4327962,54.6179944,,,,0,,openstreetmap
Quiznos,UAE,Abu Dhabi,,24.4327878,54.6182631,,,,0,,openstreetmap
Rozalina,UAE,Abu Dhabi,,24.4323849,54.617905,+971585812523,https://rozalina.ae/,,0,,openstreetmap
Osha Gourmet Emirati Cuisine,UAE,Abu Dhabi,,24.4337957,54.617987,,,,0,,openstreetmap
Figaro's Pizza,UAE,Abu Dhabi,,24.4168982,54.4583196,,,,0,,openstreetmap
The Lemon Tree,UAE,Abu Dhabi,,24.4285763,54.4370012,,,,0,,openstreetmap
Silk Route Café,UAE,Abu Dhabi,,24.4284212,54.4369241,,,,0,,openstreetmap
Hubbly Bubbly,UAE,Abu Dhabi,,24.4286593,54.4371747,,,,0,,openstreetmap
Stay Fresh Cafe,UAE,Abu Dhabi,,24.4287067,54.4373494,,,,0,,openstreetmap
Thirty 1st Bar & Lounge,UAE,Abu Dhabi,,24.4286593,54.4367918,,,,0,,openstreetmap
Bagel Bar Coffee House,UAE,Abu Dhabi,Yas Leisure Drive,24.4887787,54.6089675,+971025651165,http://thebagelbarcoffeehouse.ae/,,0,,openstreetmap
