source,osm_type,osm_id,restaurant_id,name,brand,operator,country,city,district,address,postcode,latitude,longitude,phone,website,email,opening_hours,cuisine_type,services,price_range,rating,review_count,facebook,instagram,twitter,payment,internet_access,smoking,reservation,photos,google_maps_url,created_at,raw_tags
OpenStreetMap,node,1464579526,osm_node_1464579526,Zanzi bar,,,Morocco,Casablanca,,,,33.5901771,-7.6041272,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496290,"{'amenity': 'bar', 'name': 'Zanzi bar', 'name:it': 'Zanzi Bar'}"
OpenStreetMap,node,1464579534,osm_node_1464579534,,,,Morocco,Casablanca,,,,33.5921344,-7.6002863,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496317,{'amenity': 'cafe'}
OpenStreetMap,node,1464579544,osm_node_1464579544,,,,Morocco,Casablanca,,,,33.5905168,-7.5955656,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496343,{'amenity': 'fast_food'}
OpenStreetMap,node,1464579550,osm_node_1464579550,,,,Morocco,Casablanca,,,,33.5909904,-7.5975933,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496369,{'amenity': 'cafe'}
OpenStreetMap,node,1464579551,osm_node_1464579551,,,,Morocco,Casablanca,,,,33.5915356,-7.5918427,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496395,{'amenity': 'cafe'}
OpenStreetMap,node,1464579556,osm_node_1464579556,,,,Morocco,Casablanca,,,,33.5914194,-7.59195,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496421,{'amenity': 'cafe'}
OpenStreetMap,node,1464579558,osm_node_1464579558,Venezia Ice,,,Morocco,Casablanca,,,,33.5944312,-7.5954315,,,,,['ice_cream'],[],,,,,,,,,,,,,2026-07-14T15:14:39.496456,"{'amenity': 'cafe', 'cuisine': 'ice_cream', 'name': 'Venezia Ice'}"
OpenStreetMap,node,1464579567,osm_node_1464579567,,,,Morocco,Casablanca,,,,33.5906061,-7.595469,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496490,{'amenity': 'cafe'}
OpenStreetMap,node,1464579570,osm_node_1464579570,,,,Morocco,Casablanca,,,,33.5910262,-7.5924971,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496517,{'amenity': 'cafe'}
OpenStreetMap,node,1464579583,osm_node_1464579583,Alhana,,,Morocco,Casablanca,,,,33.5900564,-7.5931006,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496559,"{'amenity': 'cafe', 'name': 'Alhana'}"
OpenStreetMap,node,1464579585,osm_node_1464579585,Tabaris,,,Morocco,Casablanca,,,,33.5942837,-7.5963622,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496604,"{'amenity': 'bar', 'name': 'Tabaris'}"
OpenStreetMap,node,1464579591,osm_node_1464579591,Café de la gare,,,Morocco,Casablanca,,,,33.5899952,-7.5905952,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.497014,"{'amenity': 'cafe', 'name': 'Café de la gare'}"
OpenStreetMap,node,1464579592,osm_node_1464579592,,,,Morocco,Casablanca,,,,33.5909815,-7.591435,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.497072,{'amenity': 'cafe'}
OpenStreetMap,node,1464579600,osm_node_1464579600,,,,Morocco,Casablanca,,,,33.5908564,-7.5913384,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.497126,{'amenity': 'bar'}
OpenStreetMap,node,1464579602,osm_node_1464579602,Bellevue,,,Morocco,Casablanca,,,,33.5906508,-7.5928083,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.497178,"{'amenity': 'cafe', 'name': 'Bellevue'}"
OpenStreetMap,node,1512083777,osm_node_1512083777,,,,Morocco,Casablanca,,,,33.5627991,-7.6436279,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.497221,{'amenity': 'bar'}
OpenStreetMap,node,1746921486,osm_node_1746921486,Jus Bordeaux,,,Morocco,Casablanca,,,,33.5969487,-7.6279619,,,,,['coffee_shop'],[],,,,,,,,,,,,,2026-07-14T15:14:39.497283,"{'amenity': 'cafe', 'cuisine': 'coffee_shop', 'name': 'Jus Bordeaux', 'wifi': 'no'}"
OpenStreetMap,node,1746921504,osm_node_1746921504,Monsieur Brochette,,,Morocco,Casablanca,,,,33.5949185,-7.6271531,,,,,['regional'],[],,,,,,,,,,,,,2026-07-14T15:14:39.497416,"{'amenity': 'fast_food', 'cuisine': 'regional', 'name': 'Monsieur Brochette'}"
OpenStreetMap,node,1746923046,osm_node_1746923046,,,,Morocco,Casablanca,,,,33.5952889,-7.6255045,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.498195,{'amenity': 'bar'}
OpenStreetMap,node,1746925524,osm_node_1746925524,Mamelouk Café,,,Morocco,Casablanca,,,,33.5962988,-7.6304773,,,,,['international'],[],,,,,,,,,,,,,2026-07-14T15:14:39.498315,"{'amenity': 'restaurant', 'cuisine': 'international', 'name': 'Mamelouk Café'}"
OpenStreetMap,node,1746934346,osm_node_1746934346,Café Splendeur,,,Morocco,Casablanca,,Boulevard Ziraoui شارع الزيراوي,,33.5962469,-7.6313052,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.498388,"{'addr:housenumber': '214', 'addr:street': 'Boulevard Ziraoui شارع الزيراوي', 'amenity': 'cafe', 'name': 'Café Splendeur'}"
OpenStreetMap,node,1867119561,osm_node_1867119561,Luigi,,,Morocco,Casablanca,,Rue Ibnou Yaala Al Ifrani زنقة ابن يعلى الإفراني,,33.5882356,-7.6398452,+212522390271,https://luigi.ma/,contact@luigi.ma,,['italian'],['Outdoor Seating'],,,,,,,,,,,,,2026-07-14T15:14:39.499404,"{'addr:street': 'Rue Ibnou Yaala Al Ifrani زنقة ابن يعلى الإفراني', 'amenity': 'restaurant', 'branch': 'Maârif', 'check_date': '2025-03-31', 'cuisine': 'italian', 'diet:halal': 'yes', 'email': 'contact@luigi.ma', 'name': 'Luigi', 'outdoor_seating': 'yes', 'payment:apple_pay': 'yes', 'payment:cards': 'yes', 'payment:cash': 'yes', 'payment:contactless': 'yes', 'phone': '+212 5 22 39 02 71', 'website': 'https://luigi.ma/'}"
OpenStreetMap,node,1875063746,osm_node_1875063746,Restaurant grillades au top,,,Morocco,Casablanca,,,,33.5111856,-7.6105369,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.499531,"{'amenity': 'cafe', 'name': 'Restaurant grillades au top'}"
OpenStreetMap,node,1875063812,osm_node_1875063812,,,,Morocco,Casablanca,,,,33.5109396,-7.6103706,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.499600,{'amenity': 'restaurant'}
OpenStreetMap,node,2009477167,osm_node_2009477167,Alba Fast Food,,,Morocco,Casablanca,,,,33.5930113,-7.6171532,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.499652,"{'amenity': 'fast_food', 'name': 'Alba Fast Food'}"
OpenStreetMap,node,2009477168,osm_node_2009477168,Cafe Black Stone,,,Morocco,Casablanca,,,,33.5951697,-7.610295,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.499703,"{'amenity': 'cafe', 'name': 'Cafe Black Stone'}"
OpenStreetMap,node,2038386855,osm_node_2038386855,Café Ghandi,,,Morocco,Casablanca,,,,33.5656336,-7.6379599,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.499756,"{'amenity': 'cafe', 'name': 'Café Ghandi'}"
OpenStreetMap,node,2102250048,osm_node_2102250048,Don Camilo,,,Morocco,Casablanca,,Rue Abou Rakrak,,33.587649,-7.612959,,,,,['spanish'],['Wheelchair Accessible'],,,,,,,,,yes,,,,2026-07-14T15:14:39.499840,"{'addr:city': 'Casablanca', 'addr:street': 'Rue Abou Rakrak', 'amenity': 'restaurant', 'cuisine': 'spanish', 'name': 'Don Camilo', 'outdoor_seating': 'no', 'smoking': 'yes', 'wheelchair': 'yes'}"
OpenStreetMap,node,2119486596,osm_node_2119486596,Rick's Cafe,,,Morocco,Casablanca,,Boulevard Sour Jdid,,33.604995,-7.620406,+212522274207,https://www.rickscafe.ma/,,"Mo-Su 12:00-15:00,18:30-01:00",['mediterranean'],[],,,,,,,,wlan,yes,,,,2026-07-14T15:14:39.500012,"{'addr:city': 'Casablanca', 'addr:housenumber': '248', 'addr:street': 'Boulevard Sour Jdid', 'amenity': 'restaurant', 'contact:email': 'booking.rickscafe@gmail.com', 'cuisine': 'mediterranean', 'delivery': 'no', 'drink:wine': 'served', 'internet_access': 'wlan', 'name': ""Rick's Cafe"", 'opening_hours': 'Mo-Su 12:00-15:00,18:30-01:00', 'outdoor_seating': 'no', 'phone': '+212 522 27 42 07', 'smoking': 'yes', 'takeaway': 'no', 'website': 'https://www.rickscafe.ma/', 'wikidata': 'Q5857561', 'wikimedia_commons': ""Category:Rick's Café"", 'wikipedia': ""en:Rick's Café Casablanca""}"
OpenStreetMap,node,2140790077,osm_node_2140790077,,,,Morocco,Casablanca,,,,33.5954856,-7.6257183,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500064,{'amenity': 'bar'}
OpenStreetMap,node,2140790129,osm_node_2140790129,Malaga,,,Morocco,Casablanca,,,,33.5952443,-7.6251765,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500117,"{'amenity': 'bar', 'name': 'Malaga'}"
OpenStreetMap,node,2140793927,osm_node_2140793927,ماكدونالدز,ماكدونالدز,,Morocco,Casablanca,,Boulevard Ziraoui,,33.594793,-7.6331748,,,,,['burger'],['Takeaway'],,,,,,,,,,,,,2026-07-14T15:14:39.500200,"{'addr:city': 'Casablanca', 'addr:street': 'Boulevard Ziraoui', 'amenity': 'fast_food', 'brand': 'ماكدونالدز', 'brand:ar': 'ماكدونالدز', 'brand:en': ""McDonald's"", 'brand:wikidata': 'Q38076', 'cuisine': 'burger', 'name': 'ماكدونالدز', 'name:ar': 'ماكدونالدز', 'name:en': ""McDonald's"", 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'source': 'Kaart Ground Survey 2018', 'takeaway': 'yes'}"
OpenStreetMap,node,2250923969,osm_node_2250923969,Restaurant du Port,,,Morocco,Casablanca,,,,33.6015279,-7.6144679,,,,,['fish'],[],,,,,,,,,,,,,2026-07-14T15:14:39.500267,"{'amenity': 'restaurant', 'cuisine': 'fish', 'name': 'Restaurant du Port', 'name:es': 'Restaurante del Puerto', 'name:fr': 'Restaurant du Port'}"
OpenStreetMap,node,2382656390,osm_node_2382656390,Lugano Glacier,,,Morocco,Casablanca,,,,33.5942402,-7.6376222,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500326,"{'amenity': 'cafe', 'name': 'Lugano Glacier'}"
OpenStreetMap,node,2382672194,osm_node_2382672194,Café Galatina,,,Morocco,Casablanca,,,,33.5100873,-7.6507181,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500382,"{'amenity': 'cafe', 'name': 'Café Galatina'}"
OpenStreetMap,node,2395470993,osm_node_2395470993,caffé Grandi,,,Morocco,Casablanca,,,,33.5200648,-7.651763,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500443,"{'amenity': 'cafe', 'name': 'caffé Grandi'}"
OpenStreetMap,node,2396749934,osm_node_2396749934,Valencia,,,Morocco,Casablanca,,,,33.5289904,-7.6487632,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500510,"{'amenity': 'cafe', 'name': 'Valencia'}"
OpenStreetMap,node,2396749935,osm_node_2396749935,Havana,,,Morocco,Casablanca,,,,33.5285902,-7.6489134,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.500560,"{'amenity': 'cafe', 'name': 'Havana'}"
OpenStreetMap,node,2429582824,osm_node_2429582824,Restaurant Ostrea,,,Morocco,Casablanca,,,,33.6018149,-7.614031,,,,,['fish'],[],,,,,,,,,,,,,2026-07-14T15:14:39.500637,"{'amenity': 'restaurant', 'cuisine': 'fish', 'name': 'Restaurant Ostrea', 'name:es': 'Restaurante Ostrea', 'name:fr': 'Restaurant Ostrea', 'name:it': 'Ristorante Ostrea'}"
OpenStreetMap,node,2429583929,osm_node_2429583929,,,,Morocco,Casablanca,,,,33.6076996,-7.6555825,,,,,['regional'],[],,,,,,,,,,,,,2026-07-14T15:14:39.500689,"{'amenity': 'restaurant', 'cuisine': 'regional'}"
OpenStreetMap,node,2429583956,osm_node_2429583956,Le Cabestan,,,Morocco,Casablanca,,,,33.6080257,-7.6553304,,,,,['regional'],[],,,,,,,,,,,,,2026-07-14T15:14:39.500798,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Le Cabestan'}"
OpenStreetMap,node,2429590656,osm_node_2429590656,,,,Morocco,Casablanca,,,,33.6014266,-7.6604266,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501078,{'amenity': 'restaurant'}
OpenStreetMap,node,2429590661,osm_node_2429590661,Lebanese Restaurant,,,Morocco,Casablanca,,,,33.6007855,-7.6603997,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501177,"{'amenity': 'restaurant', 'name': 'Lebanese Restaurant'}"
OpenStreetMap,node,2528191377,osm_node_2528191377,Café Domani,,,Morocco,Casablanca,,,,33.5620309,-7.5591609,,,,,[],[],,,,,,,,no,,,,,2026-07-14T15:14:39.501228,"{'amenity': 'cafe', 'internet_access': 'no', 'name': 'Café Domani'}"
OpenStreetMap,node,2582305746,osm_node_2582305746,Café Ghurub الغروب,,,Morocco,Casablanca,,,,33.5936334,-7.6790181,,,,,[],[],,,,,,,,no,,,,,2026-07-14T15:14:39.501271,"{'amenity': 'cafe', 'internet_access': 'no', 'name': 'Café Ghurub الغروب', 'name:ar': 'الغروب', 'name:fr': 'Café Ghurub'}"
OpenStreetMap,node,2582305772,osm_node_2582305772,Luigi,,,Morocco,Casablanca,,,,33.5966434,-7.6750589,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501302,"{'amenity': 'restaurant', 'name': 'Luigi'}"
OpenStreetMap,node,2582305777,osm_node_2582305777,Sijilmassa سجلماسة,,,Morocco,Casablanca,,,,33.5909207,-7.6791755,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501334,"{'amenity': 'restaurant', 'name': 'Sijilmassa سجلماسة', 'name:ar': 'سجلماسة', 'name:fr': 'Sijilmassa'}"
OpenStreetMap,node,2582305778,osm_node_2582305778,Nzaha,,,Morocco,Casablanca,,,,33.589095,-7.6818777,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501362,"{'amenity': 'cafe', 'name': 'Nzaha'}"
OpenStreetMap,node,2582305779,osm_node_2582305779,O'palm,,,Morocco,Casablanca,,,,33.5886958,-7.6831655,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501390,"{'amenity': 'cafe', 'name': ""O'palm""}"
OpenStreetMap,node,2640314819,osm_node_2640314819,Caffè Vernagno 1882,,,Morocco,Casablanca,,Rue Attabari زنقة الطبري,,33.5766221,-7.6481068,,,,,[],['Outdoor Seating'],,,,,,,,yes,,,,,2026-07-14T15:14:39.501440,"{'addr:housenumber': '54', 'addr:street': 'Rue Attabari زنقة الطبري', 'amenity': 'cafe', 'check_date': '2025-06-17', 'internet_access': 'yes', 'name': 'Caffè Vernagno 1882', 'outdoor_seating': 'yes'}"
OpenStreetMap,node,2640991897,osm_node_2640991897,Caniada,,,Morocco,Casablanca,,,,33.5835055,-7.6421257,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501469,"{'amenity': 'cafe', 'name': 'Caniada'}"
OpenStreetMap,node,2640991899,osm_node_2640991899,La Grillardière,La Grillardière,,Morocco,Casablanca,,Boulevard Bir Anzarane شارع بئر أنزران,,33.5832948,-7.6418718,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.501532,"{'addr:street': 'Boulevard Bir Anzarane شارع بئر أنزران', 'amenity': 'restaurant', 'branch': 'Bir Anzarane', 'brand': 'La Grillardière', 'name': 'La Grillardière'}"
